Year,Month,Campaign Name,Campaign ID,Ad Group Name,Ad Group ID,Keyword Text,Match Type,Keyword Status,Quality Score,Expected CTR,Ad Relevance,Landing Page Exp.,Impressions,Clicks,CTR,Cost ($),Avg CPC ($),Conversions,Conv. Value ($),ROAS
2022,2022-03-01,California | Search | Best Grass Seed,16460791884,Best Grass Seed Keyword,136905091431,best grass seed for california,PHRASE,ENABLED,,,,,188,31,0.164893617,138.26,4.46,0,0,0
2022,2022-03-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,chicken seed,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-03-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Sheep,140312289291,grass seed,EXACT,REMOVED,,,,,2,0,0.00%,0,0,0,0,0
2022,2022-03-01,Intermountain West | Search | Pasture Seed,16595988440,Beef Cattle,136217313002,grass seed,EXACT,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-03-01,Intermountain West | Search | Pasture Seed,16595988440,Dairy Cow,136217313042,grass seed,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-03-01,Intermountain West | Search | Pasture Seed,16595988440,Goat,136217313082,goat pasture seed,EXACT,REMOVED,,,,,4,1,0.25,1.07,1.07,0,0,0
2022,2022-03-01,Intermountain West | Search | Pasture Seed,16595988440,Goat,136217313082,goat seed,EXACT,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-03-01,Intermountain West | Search | Pasture Seed,16595988440,Horse,136217313282,horse pasture seed,EXACT,REMOVED,,,,,2,1,0.5,0.43,0.43,0,0,0
2022,2022-03-01,Intermountain West | Search | Pasture Seed,16595988440,Pasture Seed,136217313322,grass seed,PHRASE,REMOVED,,,,,21,1,0.04761904762,0.86,0.86,0,0,0
2022,2022-03-01,Intermountain West | Search | Pasture Seed,16595988440,Pasture Seed,136217313322,grass seed,EXACT,REMOVED,,,,,11,0,0.00%,0,0,0,0,0
2022,2022-03-01,Intermountain West | Search | Pasture Seed,16595988440,Pasture Seed,136217313322,grass seeds,PHRASE,ENABLED,,,,,11,0,0.00%,0,0,0,0,0
2022,2022-03-01,Intermountain West | Search | Pasture Seed,16595988440,Pasture Seed,136217313322,pasture seed,EXACT,REMOVED,,,,,11,0,0.00%,0,0,0,0,0
2022,2022-03-01,Intermountain West | Search | Pasture Seed,16595988440,Sheep,136217313522,grass seed,EXACT,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-03-01,Intermountain West | Search | Pasture Seed,16595988440,Sheep,136217313522,grass seeds,PHRASE,ENABLED,,,,,8,0,0.00%,0,0,0,0,0
2022,2022-03-01,Pacific Southwest | Search | Pasture Seed,16595988443,Goat,136217313802,grass seed,PHRASE,REMOVED,,,,,2,1,0.5,1.09,1.09,0,0,0
2022,2022-03-01,Pacific Southwest | Search | Pasture Seed,16595988443,Goat,136217313802,goat seeds,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-03-01,Pacific Southwest | Search | Pasture Seed,16595988443,Horse,136217314002,horse pasture seed,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-03-01,Pacific Southwest | Search | Pasture Seed,16595988443,Pasture Seed,136217314042,grass seed,PHRASE,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-03-01,Pacific Southwest | Search | Pasture Seed,16595988443,Pasture Seed,136217314042,grass seed,EXACT,REMOVED,,,,,9,0,0.00%,0,0,0,0,0
2022,2022-03-01,Pacific Southwest | Search | Pasture Seed,16595988443,Pasture Seed,136217314042,grass seeds,PHRASE,ENABLED,,,,,35,2,0.05714285714,0.9,0.45,0,0,0
2022,2022-03-01,Pacific Southwest | Search | Pasture Seed,16595988443,Pasture Seed,136217314042,forage seed,EXACT,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-03-01,Search | Brand | ROAS,187765054,Brand,10298742694,natures seed,EXACT,ENABLED,10,ABOVE_AVERAGE,ABOVE_AVERAGE,ABOVE_AVERAGE,510,258,0.5058823529,100.64,0.39,47.25,9711.59,96.5
2022,2022-03-01,Search | Brand | ROAS,187765054,Brand,10298742694,natures seed,PHRASE,PAUSED,10,ABOVE_AVERAGE,ABOVE_AVERAGE,ABOVE_AVERAGE,707,149,0.2107496464,450.5,3.02,15.02,1787.4,3.97
2022,2022-03-01,Search | Brand | ROAS,187765054,Brand,10298742694,natures finest seed,PHRASE,PAUSED,,,,,27,2,0.07407407407,7.08,3.54,0,0,0
2022,2022-03-01,Search | Brand | ROAS,187765054,Brand,10298742694,naturesseed,PHRASE,PAUSED,8,ABOVE_AVERAGE,BELOW_AVERAGE,ABOVE_AVERAGE,51,15,0.2941176471,33.95,2.26,1.33,133.89,3.94
2022,2022-03-01,Search | Brand | ROAS,187765054,Brand,10298742694,natures finest seed,EXACT,ENABLED,,,,,31,4,0.1290322581,17.52,4.38,0,0,0
2022,2022-03-01,Search | Brand | ROAS,187765054,Brand,10298742694,naturesseed,EXACT,ENABLED,8,ABOVE_AVERAGE,BELOW_AVERAGE,ABOVE_AVERAGE,266,159,0.5977443609,238.56,1.5,29.85,5828.79,24.43
2022,2022-03-01,Search | Brand | ROAS,187765054,Brand,10298742694,naturesseed.com,EXACT,PAUSED,8,ABOVE_AVERAGE,BELOW_AVERAGE,ABOVE_AVERAGE,26,15,0.5769230769,21.96,1.46,2,277.75,12.65
2022,2022-03-01,Southern Subtropics | Search | Pasture Seed,16595988446,Horse,136217314722,horse pasture seed,EXACT,REMOVED,,,,,3,0,0.00%,0,0,0,0,0
2022,2022-03-01,Southern Subtropics | Search | Pasture Seed,16595988446,Pasture Seed,136217314762,grass seed,PHRASE,REMOVED,,,,,5,0,0.00%,0,0,0,0,0
2022,2022-03-01,Southern Subtropics | Search | Pasture Seed,16595988446,Pasture Seed,136217314762,grass seed,EXACT,REMOVED,,,,,10,1,0.1,2.32,2.32,0,0,0
2022,2022-03-01,Southern Subtropics | Search | Pasture Seed,16595988446,Pasture Seed,136217314762,grass seeds,PHRASE,ENABLED,,,,,16,1,0.0625,0.67,0.67,0,0,0
2022,2022-03-01,Southern Subtropics | Search | Pasture Seed,16595988446,Pasture Seed,136217314762,pasture seed,EXACT,REMOVED,,,,,2,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Beef Cattle,140312288771,grass seed,PHRASE,REMOVED,,,,,9,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Beef Cattle,140312288771,grass seed,EXACT,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Beef Cattle,140312288771,grass seeds,PHRASE,ENABLED,,,,,10,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Goat,140312288851,grass seed,EXACT,REMOVED,,,,,2,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Goat,140312288851,goat pasture seed,EXACT,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Goat,140312288851,goat forage,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Goat,140312288851,goat seed,EXACT,REMOVED,,,,,2,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Honey Bee,140312289011,honey bee seeds,EXACT,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Horse,140312289051,grass seed,EXACT,REMOVED,,,,,3,1,0.3333333333,0.72,0.72,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Horse,140312289051,grass seeds,PHRASE,ENABLED,,,,,29,1,0.03448275862,0.49,0.49,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Horse,140312289051,horse pasture seed,EXACT,REMOVED,,,,,11,1,0.09090909091,0.95,0.95,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Horse,140312289051,equine pasture seed,EXACT,REMOVED,,,,,4,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Horse,140312289051,horse pasture seed,PHRASE,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Horse,140312289051,horse seed mix,PHRASE,ENABLED,,,,,11,1,0.09090909091,0.64,0.64,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Horse,140312289051,equine forage,PHRASE,ENABLED,,,,,2,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Horse,140312289051,horse pasture seeds,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Horse,140312289051,horse forage seed,PHRASE,ENABLED,,,,,5,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Horse,140312289051,equine seed mix,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Horse,140312289051,equine seeds,PHRASE,REMOVED,,,,,2,1,0.5,0.26,0.26,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Horse,140312289051,equine seeds,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Pasture Seed,140312289091,grass seed,PHRASE,REMOVED,,,,,20,1,0.05,1.63,1.63,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Pasture Seed,140312289091,grass seed,EXACT,REMOVED,,,,,15,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Pasture Seed,140312289091,grass seeds,PHRASE,ENABLED,,,,,64,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Pasture Seed,140312289091,pasture seed,PHRASE,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Pasture Seed,140312289091,forage seed,PHRASE,REMOVED,,,,,14,1,0.07142857143,0.19,0.19,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Pasture Seed,140312289091,forage seed,EXACT,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Pasture Seed,140312289091,forage seeds,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Pasture Seed,140312289091,pasture seeds,PHRASE,ENABLED,,,,,38,4,0.1052631579,4.4,1.1,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Pasture Seed,140312289091,pasture seed,EXACT,REMOVED,,,,,26,2,0.07692307692,0.82,0.41,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Pasture Seed,140312289091,pasture seeds,EXACT,ENABLED,,,,,3,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,grass seed,PHRASE,REMOVED,,,,,15,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,grass seeds,PHRASE,ENABLED,,,,,9,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,chicken forage seed,EXACT,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,chicken seeds,EXACT,REMOVED,,,,,5,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,chicken pasture seed,EXACT,ENABLED,,,,,5,2,0.4,1.04,0.52,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,chicken pasture seed,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,chicken seed,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,poultry pasture seed,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,chicken seeds,PHRASE,REMOVED,,,,,5,2,0.4,3.59,1.79,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,chicken seed mix,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,chicken forage,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,poultry seed,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,chicken forage seeds,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,poultry forage,PHRASE,ENABLED,,,,,2,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Poultry,140312289251,poultry forage seed,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Sheep,140312289291,grass seed,PHRASE,REMOVED,,,,,7,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Sheep,140312289291,sheep pasture seed,EXACT,REMOVED,,,,,5,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Sheep,140312289291,sheep forage,EXACT,ENABLED,,,,,1,1,1,1.14,1.14,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Sheep,140312289291,sheep seed mix,PHRASE,ENABLED,,,,,2,0,0.00%,0,0,0,0,0
2022,2022-04-01,Great Lakes / New England | Search | Pasture Seed,16583838906,Sheep,140312289291,sheep seed mix,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Alpaca/Llama,136217312842,alpaca forage,EXACT,ENABLED,,,,,2,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Beef Cattle,136217313002,grass seed,EXACT,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Beef Cattle,136217313002,grass seeds,PHRASE,ENABLED,,,,,18,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Goat,136217313082,grass seed,PHRASE,REMOVED,,,,,24,1,0.04166666667,1.82,1.82,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Goat,136217313082,grass seed,EXACT,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Goat,136217313082,grass seeds,PHRASE,ENABLED,,,,,13,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Goat,136217313082,goat pasture seed,EXACT,REMOVED,,,,,6,1,0.1666666667,0.67,0.67,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Goat,136217313082,goat forage,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Goat,136217313082,goat seeds,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Honey Bee,136217313242,grass seed,PHRASE,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Honey Bee,136217313242,honey bee forage,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Honey Bee,136217313242,honey bee seed mix,PHRASE,ENABLED,,,,,2,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Honey Bee,136217313242,honey bee seed,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Horse,136217313282,grass seed,PHRASE,REMOVED,,,,,22,3,0.1363636364,2.58,0.86,0.25,25.5,9.88
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Horse,136217313282,horse pasture seed,EXACT,REMOVED,,,,,4,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Horse,136217313282,horse forage,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Horse,136217313282,horse seed mix,PHRASE,ENABLED,,,,,4,1,0.25,1.11,1.11,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Horse,136217313282,horse pasture seeds,EXACT,ENABLED,,,,,1,1,1,2.22,2.22,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Horse,136217313282,horse forage seed,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Horse,136217313282,horse forage seed,PHRASE,ENABLED,,,,,8,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Horse,136217313282,equine seed mix,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Horse,136217313282,equine seeds,PHRASE,REMOVED,,,,,2,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Horse,136217313282,equine seeds,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Pasture Seed,136217313322,grass seed,PHRASE,REMOVED,,,,,62,3,0.04838709677,2.91,0.97,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Pasture Seed,136217313322,grass seed,EXACT,REMOVED,,,,,7,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Pasture Seed,136217313322,grass seeds,PHRASE,ENABLED,,,,,31,2,0.06451612903,2.33,1.17,0.5,168.3,72.23
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Pasture Seed,136217313322,pasture seed,PHRASE,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Pasture Seed,136217313322,forage seed,PHRASE,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Pasture Seed,136217313322,pasture seeds,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Pasture Seed,136217313322,pasture seed,EXACT,REMOVED,,,,,8,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Pasture Seed,136217313322,pasture seeds,EXACT,ENABLED,,,,,6,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Poultry,136217313482,chicken forage seed,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Sheep,136217313522,grass seed,PHRASE,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Sheep,136217313522,grass seeds,PHRASE,ENABLED,,,,,28,1,0.03571428571,0.73,0.73,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Sheep,136217313522,sheep pasture seed,EXACT,REMOVED,,,,,2,0,0.00%,0,0,0,0,0
2022,2022-04-01,Intermountain West | Search | Pasture Seed,16595988440,Sheep,136217313522,sheep forage,PHRASE,ENABLED,,,,,3,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Alpaca/Llama,136217313562,llama pasture seed,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Beef Cattle,136217313722,beef cattle seed mix,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Goat,136217313802,grass seeds,PHRASE,ENABLED,,,,,2,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Goat,136217313802,goat pasture seed,EXACT,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Goat,136217313802,goat forage,PHRASE,ENABLED,,,,,3,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Goat,136217313802,goat seed,EXACT,REMOVED,,,,,1,1,1,0.31,0.31,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Honey Bee,136217313962,honey bee seed mix,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Horse,136217314002,horse pasture seed,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Horse,136217314002,horse seed mix,PHRASE,ENABLED,,,,,4,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Horse,136217314002,horse forage,EXACT,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Horse,136217314002,horse forage seed,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Horse,136217314002,equine seed mix,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Horse,136217314002,equine seeds,PHRASE,ENABLED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Pasture Seed,136217314042,grass seed,PHRASE,REMOVED,,,,,3,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Pasture Seed,136217314042,grass seed,EXACT,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Pasture Seed,136217314042,grass seeds,PHRASE,ENABLED,,,,,78,1,0.01282051282,0.42,0.42,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Pasture Seed,136217314042,pasture seed,PHRASE,REMOVED,,,,,7,0,0.00%,0,0,0,0,0
2022,2022-04-01,Pacific Southwest | Search | Pasture Seed,16595988443,Pasture Seed,136217314042,forage seed,PHRASE,REMOVED,,,,,1,0,0.00%,0,0,0,0,0
