Campaign ID,Campaign Name,Status,Channel Type,Sub Type,Bidding Strategy,Budget ($/day),Budget Delivery,Start Date,End Date,Labels,Serving Status,Optimization Score
16460791884,California | Search | Best Grass Seed,REMOVED,SEARCH,,MANUAL_CPC,100,STANDARD,2022-03-03,2037-12-30,,SERVING,
9623521141,California | Search | California Wildflower Blend,REMOVED,SEARCH,,TARGET_ROAS,20,STANDARD,2020-03-13,2037-12-30,,SERVING,
9841426945,California | Shopping | California Poppy,REMOVED,SHOPPING,,TARGET_ROAS,10,STANDARD,2020-04-09,2037-12-30,,SERVING,
9623521144,California | Shopping | California Wildflower Blend,REMOVED,SHOPPING,,TARGET_ROAS,17,STANDARD,2020-03-13,2037-12-30,,SERVING,
12297492470,California | Shopping | California Wildflowers,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2021-02-09,2037-12-30,,SERVING,
21693996185,Campaign 2024-09-11 09:58:29,PAUSED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,35,STANDARD,2024-09-11,2037-12-30,customers/5992879586/labels/21971057803,SERVING,
173677294,Colorado Grass Seed,REMOVED,SEARCH,,TARGET_SPEND,200,STANDARD,2013-07-29,2037-12-30,,SERVING,
9842055282,Common Buckwheat - Leading States (S),REMOVED,SEARCH,,TARGET_ROAS,5,STANDARD,2020-04-09,2037-12-30,,SERVING,
9840441805,Common Buckwheat - Leading States (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,5,STANDARD,2020-04-09,2037-12-30,,SERVING,
23159184616,Competitor PMax - Duncan Edit,PAUSED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,50,STANDARD,2025-10-19,2037-12-30,,SERVING,
21159231991,DGen | Rmk | Max Conv,PAUSED,DEMAND_GEN,,MAXIMIZE_CONVERSIONS,100,STANDARD,2024-04-03,2037-12-30,,SERVING,
11349017971,Dairy Cow - Pasture Seed (S),REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2020-10-12,2037-12-30,,SERVING,
11346664257,Dairy Cow Pasture Seed (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2020-10-12,2037-12-30,,SERVING,
23543379816,Demand Gen - Duncan Edit,PAUSED,DEMAND_GEN,,MAXIMIZE_CONVERSIONS,500,STANDARD,2026-02-09,2037-12-30,,SERVING,
11443885870,Dynamic Remarketing,REMOVED,DISPLAY,,TARGET_SPEND,10,STANDARD,2020-10-22,2037-12-30,,SERVING,
124555894,Florida - Generic,REMOVED,SEARCH,,MANUAL_CPC,128,STANDARD,2012-03-08,2037-12-30,,SERVING,
124557214,Florida - Region in Query (Broad),REMOVED,SEARCH,,MANUAL_CPC,100,STANDARD,2012-03-08,2037-12-30,,SERVING,
171225694,Florida Grass Seed,REMOVED,SEARCH,,TARGET_SPEND,50,STANDARD,2013-06-18,2037-12-30,,SERVING,
17807643513,Florida Tropics | DSA,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-07-20,2037-12-30,,SERVING,
12453606893,Florida Tropics | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
17738427277,Florida Tropics | Shopping,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-07-13,2037-12-30,,SERVING,
12455902701,Florida Tropics | Shopping | Forage Mixes,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
18022751250,Florida Tropics | Shopping | Forage Mixes,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-08-11,2037-12-30,,SERVING,
10266405052,Gmail,REMOVED,DISPLAY,DISPLAY_GMAIL_AD,TARGET_CPA,17,STANDARD,2020-06-10,2037-12-30,,SERVING,
10383282182,Grass Seed (S) - Target ROAS of 700%,REMOVED,SEARCH,,TARGET_ROAS,112.2,STANDARD,2020-06-25,2020-07-13,,ENDED,
10036939089,Great Lakes / New England Region | Shopping | Grass Seed,REMOVED,SHOPPING,,TARGET_ROAS,160,STANDARD,2020-05-08,2037-12-30,,SERVING,
17871484308,Great Lakes / New England | DSA,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-07-27,2037-12-30,,SERVING,
12455893806,Great Lakes / New England | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
16583838906,Great Lakes / New England | Search | Pasture Seed,REMOVED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-03-18,2037-12-30,,SERVING,
17738427265,Great Lakes / New England | Shopping,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-07-13,2037-12-30,,SERVING,
12455902698,Great Lakes / New England | Shopping | Forage Mixes,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
18022751253,Great Lakes / New England | Shopping | Forage Mixes,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-08-11,2037-12-30,,SERVING,
19786655694,Great Lakes / New England | State-Targeted | DSA,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2023-03-10,2037-12-30,,SERVING,
19786655691,Great Lakes / New England | State-Targeted | Shopping,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2023-03-10,2037-12-30,,SERVING,
17871484302,Great Plains | DSA,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-07-27,2037-12-30,,SERVING,
12453610247,Great Plains | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
22101973918,Great Plains | PMax | ROAS,PAUSED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,75,STANDARD,2025-01-06,2037-12-30,,SERVING,
17738427259,Great Plains | Shopping,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-07-13,2037-12-30,,SERVING,
12455902692,Great Plains | Shopping | Forage Mixes,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
18022751256,Great Plains | Shopping | Forage Mixes,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-08-11,2037-12-30,,SERVING,
11349545648,Horse - Pasture Seed (S),REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2020-10-12,2037-12-30,,SERVING,
11024623152,Horse - Pasture Seed - Florida Tropics (S),REMOVED,SEARCH,,TARGET_ROAS,17,STANDARD,2020-09-02,2037-12-30,,SERVING,
11029197078,Horse - Pasture Seed - Florida Tropics (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,17,STANDARD,2020-09-03,2037-12-30,,SERVING,
11024648097,Horse - Pasture Seed - Great Lakes / New England (S),REMOVED,SEARCH,,TARGET_ROAS,17,STANDARD,2020-09-02,2037-12-30,,SERVING,
11030944471,Horse - Pasture Seed - Great Lakes / New England (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,17,STANDARD,2020-09-03,2037-12-30,,SERVING,
11026048556,Horse - Pasture Seed - Great Plains (S),REMOVED,SEARCH,,TARGET_ROAS,17,STANDARD,2020-09-02,2037-12-30,,SERVING,
11030944252,Horse - Pasture Seed - Great Plains (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,17,STANDARD,2020-09-03,2037-12-30,,SERVING,
11026048559,Horse - Pasture Seed - Intermountain West (S),REMOVED,SEARCH,,TARGET_ROAS,17,STANDARD,2020-09-02,2037-12-30,,SERVING,
11030944255,Horse - Pasture Seed - Intermountain West (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,17,STANDARD,2020-09-03,2037-12-30,,SERVING,
11026048682,Horse - Pasture Seed - Midwest / Mid-Atlantic (S),REMOVED,SEARCH,,TARGET_ROAS,17,STANDARD,2020-09-02,2037-12-30,,SERVING,
11026048685,Horse - Pasture Seed - Pacific Northwest (S),REMOVED,SEARCH,,TARGET_ROAS,17,STANDARD,2020-09-02,2037-12-30,,SERVING,
11030944261,Horse - Pasture Seed - Pacific Northwest (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,17,STANDARD,2020-09-03,2037-12-30,,SERVING,
11026048688,Horse - Pasture Seed - Pacific Southwest (S),REMOVED,SEARCH,,TARGET_ROAS,17,STANDARD,2020-09-02,2037-12-30,,SERVING,
11030944264,Horse - Pasture Seed - Pacific Southwest (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,17,STANDARD,2020-09-03,2037-12-30,,SERVING,
11026048691,Horse - Pasture Seed - South Atlantic Transitional (S),REMOVED,SEARCH,,TARGET_ROAS,17,STANDARD,2020-09-02,2037-12-30,,SERVING,
11030944474,Horse - Pasture Seed - South Atlantic Transitional (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,17,STANDARD,2020-09-03,2037-12-30,,SERVING,
11026048694,Horse - Pasture Seed - Southern Subtropics (S),REMOVED,SEARCH,,TARGET_ROAS,17,STANDARD,2020-09-02,2037-12-30,,SERVING,
11030944459,Horse - Pasture Seed - Southern Subtropics (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,17,STANDARD,2020-09-03,2037-12-30,,SERVING,
11026048697,Horse - Pasture Seed - Southwest Desert (S),REMOVED,SEARCH,,TARGET_ROAS,17,STANDARD,2020-09-02,2037-12-30,,SERVING,
11030944462,Horse - Pasture Seed - Southwest Desert (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,17,STANDARD,2020-09-03,2037-12-30,,SERVING,
11026048700,Horse - Pasture Seed - Southwest Steppe (S),REMOVED,SEARCH,,TARGET_ROAS,17,STANDARD,2020-09-02,2037-12-30,,SERVING,
11030944465,Horse - Pasture Seed - Southwest Steppe (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,17,STANDARD,2020-09-03,2037-12-30,,SERVING,
11026048703,Horse - Pasture Seed - Southwest Transitional (S),REMOVED,SEARCH,,TARGET_ROAS,17,STANDARD,2020-09-02,2037-12-30,,SERVING,
11030944468,Horse - Pasture Seed - Southwest Transitional (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,17,STANDARD,2020-09-03,2037-12-30,,SERVING,
11346876900,Horse Pasture Seed (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2020-10-12,2037-12-30,,SERVING,
17853485982,Intermountain West | DSA,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-07-25,2037-12-30,,SERVING,
12455938522,Intermountain West | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
22102063129,Intermountain West | PMax | ROAS,PAUSED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,35,STANDARD,2025-01-06,2037-12-30,,SERVING,
16806430758,Intermountain West | Performance Max | Pasture Seed,REMOVED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,150,STANDARD,2022-04-07,2037-12-30,,SERVING,
16806373641,Intermountain West | Performance Max | Pasture Seed (dep),REMOVED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,150,STANDARD,2022-04-07,2037-12-30,,SERVING,
16595988440,Intermountain West | Search | Pasture Seed,REMOVED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-03-18,2037-12-30,,SERVING,
17738427250,Intermountain West | Shopping,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-07-13,2037-12-30,,SERVING,
12455902683,Intermountain West | Shopping | Forage Mixes,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
18022751259,Intermountain West | Shopping | Forage Mixes,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-08-11,2037-12-30,,SERVING,
175649134,Kentucky Grass Seed,REMOVED,SEARCH,,TARGET_SPEND,200,STANDARD,2013-08-27,2037-12-30,,SERVING,
81197134,Lawn Grass Seed,REMOVED,SEARCH,,ENHANCED_CPC,500,STANDARD,2011-02-13,2037-12-30,,SERVING,
12712778104,Max Conversion Value,REMOVED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,220,STANDARD,2021-04-10,2021-05-06,,ENDED,
22092203670,Midwest + Atlantic | PMax | ROAS,PAUSED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,225,STANDARD,2025-01-06,2037-12-30,,SERVING,
17871484311,Midwest / Mid-Atlantic | DSA,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-07-27,2037-12-30,,SERVING,
12425316629,Midwest / Mid-Atlantic | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2021-02-26,2037-12-30,,SERVING,
17738427268,Midwest / Mid-Atlantic | Shopping,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-07-13,2037-12-30,,SERVING,
11030944258,Midwest / Mid-Atlantic | Shopping | Forage Mixes,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2020-09-03,2037-12-30,,SERVING,
18022751262,Midwest / Mid-Atlantic | Shopping | Forage Mixes,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-08-11,2037-12-30,,SERVING,
19786655700,Midwest / Mid-Atlantic | State-Targeted | DSA,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2023-03-10,2037-12-30,,SERVING,
19786655697,Midwest / Mid-Atlantic | State-Targeted | Shopping,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2023-03-10,2037-12-30,,SERVING,
10898719402,Midwest Wildflower Blend (S),REMOVED,SEARCH,,TARGET_ROAS,40,STANDARD,2020-08-20,2037-12-30,,SERVING,
10899623490,Midwest Wildflower Blend (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,40,STANDARD,2020-08-20,2037-12-30,,SERVING,
167704054,Mother's Day Gifts,REMOVED,SEARCH,,TARGET_SPEND,150,STANDARD,2013-04-29,2037-12-30,,SERVING,
16503493089,Nat | PMax | Catch All,REMOVED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,42,STANDARD,2022-03-08,2037-12-30,,SERVING,
18022523001,Nat | PMax | Pasture Seed | ROAS,PAUSED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,10,STANDARD,2022-08-11,2037-12-30,,SERVING,
19197368344,Nat | PMax | Wildflower Seed | Max Conv,PAUSED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,150,STANDARD,2022-12-09,2037-12-30,,SERVING,
171225454,New York Grass Seed,REMOVED,SEARCH,,TARGET_SPEND,200,STANDARD,2013-06-18,2037-12-30,,SERVING,
10695216196,Northeast Wildflower Blend (S),REMOVED,SEARCH,,TARGET_ROAS,20,STANDARD,2020-07-29,2037-12-30,,SERVING,
13743901389,Northeast Wildflower Blend (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,10,STANDARD,2021-07-01,2037-12-30,,SERVING,
10512011910,Northwest Wildflower Blend (S),REMOVED,SEARCH,,TARGET_ROAS,20,STANDARD,2020-07-08,2037-12-30,,SERVING,
10509250703,Northwest Wildflower Blend (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,10,STANDARD,2020-07-08,2037-12-30,,SERVING,
23453477009,PMAX - Search,ENABLED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,210,STANDARD,2026-01-12,2037-12-30,,SERVING,0.788504787
22944456167,PMAX | Catch all,ENABLED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,760,STANDARD,2025-08-27,2037-12-30,,SERVING,1
21821573206,PMax | Grass Seed | ROAS | New Acq,PAUSED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,200,STANDARD,2024-10-16,2037-12-30,,SERVING,
17861381741,Pacific Northwest | DSA,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-07-25,2037-12-30,,SERVING,
12118276038,Pacific Northwest | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2021-01-19,2037-12-30,,SERVING,
16806278826,Pacific Northwest | Performance Max | Pasture Seed,REMOVED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,150,STANDARD,2022-04-07,2037-12-30,,SERVING,
17746298618,Pacific Northwest | Shopping,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-07-13,2037-12-30,,SERVING,
12121251997,Pacific Northwest | Shopping | Forage Mixes,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2021-01-19,2037-12-30,,SERVING,
18022751265,Pacific Northwest | Shopping | Forage Mixes,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-08-11,2037-12-30,,SERVING,
17853495033,Pacific Southwest | DSA,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-07-25,2037-12-30,,SERVING,
12455805507,Pacific Southwest | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
20755812906,Pacific Southwest | DSA | Honey Bee,PAUSED,SEARCH,,TARGET_SPEND,100,STANDARD,2023-11-09,2037-12-30,,SERVING,
20755812909,Pacific Southwest | PMax | Honey Bee,PAUSED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,200,STANDARD,2023-11-09,2037-12-30,,SERVING,
16806430749,Pacific Southwest | Performance Max | Pasture Seed,REMOVED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,150,STANDARD,2022-04-07,2037-12-30,,SERVING,
16806373632,Pacific Southwest | Performance Max | Pasture Seed (dep),REMOVED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSION_VALUE,150,STANDARD,2022-04-07,2037-12-30,,SERVING,
16595988443,Pacific Southwest | Search | Pasture Seed,REMOVED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,100,STANDARD,2022-03-18,2037-12-30,,SERVING,
17738427247,Pacific Southwest | Shopping,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-07-13,2037-12-30,,SERVING,
12455805510,Pacific Southwest | Shopping | Forage Mixes,REMOVED,SHOPPING,,TARGET_ROAS,100,STANDARD,2021-03-02,2037-12-30,,SERVING,
18022751268,Pacific Southwest | Shopping | Forage Mixes,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2022-08-11,2037-12-30,,SERVING,
20755812903,Pacific Southwest | Shopping | Honey Bee,PAUSED,SHOPPING,,TARGET_SPEND,100,STANDARD,2023-11-09,2037-12-30,,SERVING,
172289014,Pasture Seed (S) - US,REMOVED,SEARCH,,MANUAL_CPC,100,STANDARD,2013-07-10,2037-12-30,,SERVING,
7780175230,Pasture Seed - California - Winter (S),REMOVED,SEARCH,,TARGET_ROAS,18,STANDARD,2019-10-30,2037-12-30,,SERVING,
10897391194,Pasture Seed - Florida Tropics (R),REMOVED,DISPLAY,,TARGET_ROAS,17,STANDARD,2020-08-20,2037-12-30,,SERVING,
10900278875,Pasture Seed - Great Lakes / New England (R),REMOVED,DISPLAY,,TARGET_ROAS,17,STANDARD,2020-08-20,2037-12-30,,SERVING,
10900424762,Pasture Seed - Great Plains (R),REMOVED,DISPLAY,,TARGET_ROAS,17,STANDARD,2020-08-20,2037-12-30,,SERVING,
10900066466,Pasture Seed - Intermountain West (R),REMOVED,DISPLAY,,TARGET_ROAS,17,STANDARD,2020-08-20,2037-12-30,,SERVING,
10897746630,Pasture Seed - Midwest / Mid-Atlantic (R),REMOVED,DISPLAY,,TARGET_ROAS,17,STANDARD,2020-08-20,2037-12-30,,SERVING,
7780175233,Pasture Seed - Other States - Winter (S),REMOVED,SEARCH,,MANUAL_CPC,18,STANDARD,2019-10-30,2037-12-30,,SERVING,
10897027378,Pasture Seed - Pacific Northwest (R),REMOVED,DISPLAY,,TARGET_ROAS,17,STANDARD,2020-08-20,2037-12-30,,SERVING,
10897554856,Pasture Seed - Pacific Southwest (R),REMOVED,DISPLAY,,TARGET_ROAS,17,STANDARD,2020-08-20,2037-12-30,,SERVING,
10897802364,Pasture Seed - South Atlantic Transitional (R),REMOVED,DISPLAY,,TARGET_ROAS,17,STANDARD,2020-08-20,2037-12-30,,SERVING,
10897892388,Pasture Seed - Southern Subtropics (R),REMOVED,DISPLAY,,TARGET_ROAS,17,STANDARD,2020-08-20,2037-12-30,,SERVING,
10898227863,Pasture Seed - Southwest Desert (R),REMOVED,DISPLAY,,TARGET_ROAS,17,STANDARD,2020-08-20,2037-12-30,,SERVING,
10898047158,Pasture Seed - Southwest Steppe (R),REMOVED,DISPLAY,,TARGET_ROAS,17,STANDARD,2020-08-20,2037-12-30,,SERVING,
10901099714,Pasture Seed - Southwest Transitional (R),REMOVED,DISPLAY,,TARGET_ROAS,17,STANDARD,2020-08-20,2037-12-30,,SERVING,
207768454,Pasture Seeds (DSK),REMOVED,DISPLAY,,MANUAL_CPC,250,STANDARD,2015-04-30,2037-12-30,,SERVING,
7781031034,Pasture Seeds - California - Winter (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,22,STANDARD,2019-10-30,2037-12-30,,SERVING,
7781031037,Pasture Seeds - Other States - Winter (Shopping),REMOVED,SHOPPING,,MANUAL_CPC,22,STANDARD,2019-10-30,2037-12-30,,SERVING,
11675463564,Perennial Ryegrass (DSA),REMOVED,SEARCH,,TARGET_ROAS,42.5,STANDARD,2020-11-20,2037-12-30,,SERVING,
10148847809,Perennial Ryegrass (S),REMOVED,SEARCH,,MANUAL_CPC,17,STANDARD,2020-05-28,2037-12-30,,SERVING,
10157340468,Perennial Ryegrass - Pasture Seed (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,17,STANDARD,2020-05-28,2037-12-30,,SERVING,
10153306471,Perennial Ryegrass Seed Blend - Grass Seed (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,17,STANDARD,2020-05-28,2037-12-30,,SERVING,
10096290221,Placements (D),REMOVED,DISPLAY,,MANUAL_CPC,10,STANDARD,2020-05-19,2037-12-30,,SERVING,
8702907355,Q1 - 2020 - High Volume Products (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,85,STANDARD,2019-12-31,2037-12-30,,SERVING,
9571257294,Q2 - 2020 - High Volume Products (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,68,STANDARD,2020-03-05,2037-12-30,,SERVING,
207365614,RLSA,REMOVED,SEARCH,,ENHANCED_CPC,50,STANDARD,2015-04-25,2037-12-30,,SERVING,
6512384049,Remarketing,REMOVED,DISPLAY,,MANUAL_CPC,10,STANDARD,2019-09-16,2037-12-30,,SERVING,
10149266333,Rocky Mountain Wildflower Blend (S),REMOVED,SEARCH,,TARGET_ROAS,34,STANDARD,2020-05-28,2037-12-30,,SERVING,
10148860772,Rocky Mountain Wildflower Blend (Shopping),REMOVED,SHOPPING,,TARGET_ROAS,34,STANDARD,2020-05-28,2037-12-30,,SERVING,
22999216985,Search | Animal Seed (Broad) | ROAS,ENABLED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,260,STANDARD,2025-09-08,2037-12-30,customers/5992879586/labels/22060620097,SERVING,0.7233510264
187765054,Search | Brand | ROAS,ENABLED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,220,STANDARD,2014-03-24,2037-12-30,customers/5992879586/labels/22060620097,SERVING,0.7261769705
20455141169,Search | Categories (Top) | ROAS,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,25,STANDARD,2023-08-15,2037-12-30,,SERVING,
23480296221,Search | Lawn - Broad,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,27.69,STANDARD,2026-01-21,2037-12-30,,SERVING,
22887650044,Search | Lawn Seed,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,5,STANDARD,2025-08-08,2037-12-30,customers/5992879586/labels/22060620097,SERVING,
22092203679,Search | Pasture Seed (Broad) | ROAS,PAUSED,SEARCH,,MAXIMIZE_CONVERSION_VALUE,150,STANDARD,2025-01-06,2037-12-30,customers/5992879586/labels/22060620097,SERVING,
22866516659,Search | Pasture | Exact,ENABLED,SEARCH,,MAXIMIZE_CONVERSIONS,78,STANDARD,2025-08-04,2037-12-30,customers/5992879586/labels/22060620097,SERVING,0.5829107476
165846334,Seperate Wildflowers,REMOVED,SEARCH,,TARGET_SPEND,600,STANDARD,2013-04-05,2037-12-30,,SERVING,
6769940788,Shopping - Pasture Seeds,REMOVED,SHOPPING,,MANUAL_CPC,60,STANDARD,2019-10-11,2037-12-30,,SERVING,
6767848743,Shopping - Wildflower Seeds,REMOVED,SHOPPING,,MANUAL_CPC,60,STANDARD,2019-10-11,2037-12-30,,SERVING,
22912532527,Shopping | Brand,PAUSED,SHOPPING,,MANUAL_CPC,5,STANDARD,2025-08-15,2037-12-30,,SERVING,
22908379664,Shopping | Catch All.,ENABLED,SHOPPING,,TARGET_ROAS,1100,STANDARD,2025-08-15,2037-12-30,,SERVING,0.8849471998
22527625831,Shopping | Grass | ROAS,PAUSED,SHOPPING,,TARGET_ROAS,100,STANDARD,2025-05-06,2037-12-30,,SERVING,
