Year,Month,Campaign ID,Campaign Name,Campaign Status,Channel Type,Impressions,Clicks,CTR,Cost ($),Avg CPC ($),Conversions,Conv. Value ($),Cost/Conv ($),ROAS,Search Impr. Share,Search Lost IS (Budget),Search Lost IS (Rank),Interactions,Interaction Rate
2022,2022-03-01,12455942305,Southwest Transitional | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,40,7,0.175,5.52,0.79,0,0,0,0,0.3125,,0.6875,7,0.175
2022,2022-03-01,12319589726,US | DSA | Grass Seed,REMOVED,SEARCH,4231,201,0.04750649965,164.83,0.82,11.83,2356.13,13.93,14.29,0.0999,,0.9001,201,0.04750649965
2022,2022-03-01,11024785437,US | DSA | Pasture Seed,REMOVED,SEARCH,16497,1738,0.1053524883,1393.68,0.8,70.43,12436.63,19.79,8.92,0.3631688419,,0.6368311581,1738,0.1053524883
2022,2022-03-01,16359561246,US | DSA | Specialty Seed,REMOVED,SEARCH,872,57,0.06536697248,34.5,0.61,0,0,0,0,0.0999,,0.9001,57,0.06536697248
2022,2022-03-01,12319589729,US | DSA | Wildflower Seed,REMOVED,SEARCH,2040,42,0.02058823529,31.5,0.75,2,82.17,15.75,2.61,0.0999,,0.9001,42,0.02058823529
2022,2022-03-01,16219169257,US | Performance Max | Forage Mixes,REMOVED,PERFORMANCE_MAX,587993,6575,0.01118210591,2227.52,0.34,181.29,22467.13,12.29,10.09,,,,6765,0.01150523901
2022,2022-03-01,11038420983,US | Shopping | Catchall - Grass Seed,REMOVED,SHOPPING,2,0,0.00%,0,0,0,0,0,0,0.2,,0.8,0,0.00%
2022,2022-03-01,11039637965,US | Shopping | Catchall - Pasture Seed,PAUSED,SHOPPING,125402,1395,0.01112422449,430.66,0.31,46.03,4225.66,9.36,9.81,0.3687728557,,0.6312271443,1395,0.01112422449
2022,2022-03-01,16219790392,US | Shopping | Catchall - Specialty Seed,REMOVED,SHOPPING,62084,666,0.01072740158,274.76,0.41,12.62,2969.61,21.77,10.81,0.3209569155,,0.6790430845,666,0.01072740158
2022,2022-03-01,11039642318,US | Shopping | Catchall - Wildflower Seed,REMOVED,SHOPPING,44475,441,0.009915682968,50.79,0.12,4,97.96,12.7,1.93,0.1785458365,,0.8214541635,441,0.009915682968
2022,2022-03-01,16009450799,US | Smart Shopping | Grass Seed,REMOVED,SHOPPING,55419,845,0.0152474783,272.3,0.32,34.17,3738.31,7.97,13.73,0.3363452264,,0.6636547736,845,0.0152474783
2022,2022-04-01,12453606893,Florida Tropics | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,167,21,0.125748503,21.3,1.01,1.33,812.97,15.98,38.17,0.4234693878,,0.5765306122,21,0.125748503
2022,2022-04-01,12455893806,Great Lakes / New England | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,607,84,0.1383855025,107.72,1.28,4.67,1906.34,23.08,17.7,0.4510542169,,0.5489457831,84,0.1383855025
2022,2022-04-01,16583838906,Great Lakes / New England | Search | Pasture Seed,REMOVED,SEARCH,347,18,0.05187319885,15.87,0.88,0,0,0,0,0.1028177458,,0.8971822542,18,0.05187319885
2022,2022-04-01,12455902698,Great Lakes / New England | Shopping | Forage Mixes,REMOVED,SHOPPING,53,1,0.01886792453,0.67,0.67,0,0,0,0,0.34,,0.66,1,0.01886792453
2022,2022-04-01,12453610247,Great Plains | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,82,14,0.1707317073,7.14,0.51,1,354.64,7.14,49.67,0.2523659306,,0.7476340694,14,0.1707317073
2022,2022-04-01,12455902692,Great Plains | Shopping | Forage Mixes,REMOVED,SHOPPING,32,0,0.00%,0,0,0,0,0,0,0.3333333333,,0.6666666667,0,0.00%
2022,2022-04-01,12455938522,Intermountain West | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,521,60,0.1151631478,52.77,0.88,1,130.99,52.77,2.48,0.5351966874,0.001035196687,0.4637681159,60,0.1151631478
2022,2022-04-01,16806430758,Intermountain West | Performance Max | Pasture Seed,REMOVED,PERFORMANCE_MAX,349,8,0.0229226361,6.82,0.85,0,0,0,0,,,,8,0.0229226361
2022,2022-04-01,16595988440,Intermountain West | Search | Pasture Seed,REMOVED,SEARCH,269,13,0.04832713755,14.37,1.11,0.75,193.8,19.16,13.49,0.167721519,,0.832278481,13,0.04832713755
2022,2022-04-01,12455902683,Intermountain West | Shopping | Forage Mixes,REMOVED,SHOPPING,1211,17,0.01403798514,6.27,0.37,1,33.43,6.27,5.33,0.6708333333,0.0125,0.3166666667,17,0.01403798514
2022,2022-04-01,12425316629,Midwest / Mid-Atlantic | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,868,60,0.06912442396,32.55,0.54,1,211.17,32.55,6.49,0.2912891986,,0.7087108014,60,0.06912442396
2022,2022-04-01,11030944258,Midwest / Mid-Atlantic | Shopping | Forage Mixes,REMOVED,SHOPPING,0,0,0.00%,0,0,0,0,0,0,0.0999,,0.9001,0,0.00%
2022,2022-04-01,16503493089,Nat | PMax | Catch All,REMOVED,PERFORMANCE_MAX,534843,8628,0.01613183682,2692.17,0.31,411.45,27382.5,6.54,10.17,,,,8670,0.01621036454
2022,2022-04-01,12118276038,Pacific Northwest | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,1150,193,0.167826087,168.65,0.87,4.5,1160.94,37.48,6.88,0.6557471264,,0.3442528736,193,0.167826087
2022,2022-04-01,16806278826,Pacific Northwest | Performance Max | Pasture Seed,REMOVED,PERFORMANCE_MAX,923,13,0.01408450704,10.38,0.8,0.33,174.26,31.14,16.79,,,,13,0.01408450704
2022,2022-04-01,12121251997,Pacific Northwest | Shopping | Forage Mixes,REMOVED,SHOPPING,1882,30,0.01594048884,10.9,0.36,0,0,0,0,0.4524590164,0.0168618267,0.5306791569,30,0.01594048884
2022,2022-04-01,12455805507,Pacific Southwest | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,148,11,0.07432432432,22.26,2.02,0,0,0,0,0.5927419355,,0.4072580645,11,0.07432432432
2022,2022-04-01,16806430749,Pacific Southwest | Performance Max | Pasture Seed,REMOVED,PERFORMANCE_MAX,128,2,0.015625,1.16,0.58,0.5,144.04,2.32,124.18,,,,2,0.015625
2022,2022-04-01,16595988443,Pacific Southwest | Search | Pasture Seed,REMOVED,SEARCH,122,3,0.02459016393,1.7,0.57,0,0,0,0,0.1109040075,,0.8890959925,3,0.02459016393
2022,2022-04-01,12455805510,Pacific Southwest | Shopping | Forage Mixes,REMOVED,SHOPPING,296,2,0.006756756757,0.62,0.31,0,0,0,0,0.4666666667,0.05714285714,0.4761904762,2,0.006756756757
2022,2022-04-01,187765054,Search | Brand | ROAS,ENABLED,SEARCH,2497,922,0.3692430917,1472.8,1.6,119.02,23729.55,12.37,16.11,0.9226961158,,0.07730388423,922,0.3692430917
2022,2022-04-01,12425316635,South-Atlantic Transitional | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,191,15,0.07853403141,8.02,0.53,1,326.47,8.02,40.71,0.3009174312,,0.6990825688,15,0.07853403141
2022,2022-04-01,12428489722,Southern Subtropics | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,193,28,0.1450777202,27.58,0.98,3,521.45,9.19,18.91,0.2299134734,,0.7700865266,28,0.1450777202
2022,2022-04-01,16595988446,Southern Subtropics | Search | Pasture Seed,REMOVED,SEARCH,183,5,0.02732240437,5.29,1.06,0,0,0,0,0.0999,,0.9001,5,0.02732240437
2022,2022-04-01,12428489719,Southern Subtropics | Shopping | Forage Mixes,REMOVED,SHOPPING,22,0,0.00%,0,0,0,0,0,0,0.3720930233,,0.6279069767,0,0.00%
2022,2022-04-01,12453610238,Southwest Desert | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,194,40,0.206185567,36.56,0.91,0.43,158.66,85.31,4.34,0.4785894207,,0.5214105793,40,0.206185567
2022,2022-04-01,16806430752,Southwest Desert | Performance Max | Pasture Seed,REMOVED,PERFORMANCE_MAX,66,0,0.00%,0,0,0,0,0,0,,,,0,0.00%
2022,2022-04-01,12455902689,Southwest Desert | Shopping | Forage Mixes,REMOVED,SHOPPING,978,30,0.03067484663,11.13,0.37,0.43,158.66,25.97,14.25,0.5842105263,0.01710526316,0.3986842105,30,0.03067484663
2022,2022-04-01,12453610304,Southwest Steppe | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,1,0,0.00%,0,0,0,0,0,0,0.0999,,0.9001,0,0.00%
2022,2022-04-01,12455942305,Southwest Transitional | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,4,0,0.00%,0,0,0,0,0,0,0.6666666667,,0.3333333333,0,0.00%
2022,2022-04-01,16806430755,Southwest Transitional | Performance Max | Pasture Seed,REMOVED,PERFORMANCE_MAX,46,1,0.02173913043,0.86,0.86,0,0,0,0,,,,1,0.02173913043
2022,2022-04-01,12455902686,Southwest Transitional | Shopping | Forage Mixes,REMOVED,SHOPPING,28,0,0.00%,0,0,0,0,0,0,0.4444444444,,0.5555555556,0,0.00%
2022,2022-04-01,12319589726,US | DSA | Grass Seed,REMOVED,SEARCH,5980,299,0.05,285.26,0.95,17.25,1824.8,16.54,6.4,0.0999,,0.9001,299,0.05
2022,2022-04-01,11024785437,US | DSA | Pasture Seed,REMOVED,SEARCH,10064,1132,0.1124801272,558.45,0.49,41.29,7086.79,13.53,12.69,0.29956553,,0.70043447,1132,0.1124801272
2022,2022-04-01,12319589729,US | DSA | Wildflower Seed,REMOVED,SEARCH,3912,75,0.01917177914,70.61,0.94,7,989.62,10.09,14.02,0.0999,,0.9001,75,0.01917177914
2022,2022-04-01,16219169257,US | Performance Max | Forage Mixes,REMOVED,PERFORMANCE_MAX,289151,3086,0.01067262434,1443.76,0.47,80.83,15424.43,17.86,10.68,,,,3086,0.01067262434
2022,2022-04-01,11038420983,US | Shopping | Catchall - Grass Seed,REMOVED,SHOPPING,2316,43,0.01856649396,14.27,0.33,0,0,0,0,0.4161016949,,0.5838983051,43,0.01856649396
2022,2022-04-01,11039637965,US | Shopping | Catchall - Pasture Seed,PAUSED,SHOPPING,318668,3006,0.009433014925,739.28,0.25,103.41,7318.55,7.15,9.9,0.3646965897,,0.6353034103,3006,0.009433014925
2022,2022-04-01,16219790392,US | Shopping | Catchall - Specialty Seed,REMOVED,SHOPPING,46336,437,0.009431111878,169.12,0.39,13.68,2865.77,12.36,16.95,0.2999459151,,0.7000540849,437,0.009431111878
2022,2022-04-01,11039642318,US | Shopping | Catchall - Wildflower Seed,REMOVED,SHOPPING,179301,1695,0.009453377282,209.69,0.12,22,568.71,9.53,2.71,0.1850321486,,0.8149678514,1695,0.009453377282
2022,2022-05-01,12453606893,Florida Tropics | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,68,13,0.1911764706,15.25,1.17,0,0,0,0,0.4689655172,,0.5310344828,13,0.1911764706
2022,2022-05-01,12455893806,Great Lakes / New England | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,594,76,0.1279461279,66.81,0.88,3,575.19,22.27,8.61,0.3205268935,,0.6794731065,76,0.1279461279
2022,2022-05-01,12455902698,Great Lakes / New England | Shopping | Forage Mixes,REMOVED,SHOPPING,60,2,0.03333333333,0.72,0.36,0,0,0,0,0.3455882353,,0.6544117647,2,0.03333333333
2022,2022-05-01,12453610247,Great Plains | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,31,1,0.03225806452,0.67,0.67,0,0,0,0,0.2765957447,,0.7234042553,1,0.03225806452
2022,2022-05-01,12455902692,Great Plains | Shopping | Forage Mixes,REMOVED,SHOPPING,23,0,0.00%,0,0,0,0,0,0,0.3333333333,,0.6666666667,0,0.00%
2022,2022-05-01,12455938522,Intermountain West | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,196,28,0.1428571429,20.82,0.74,0,0,0,0,0.5963302752,,0.4036697248,28,0.1428571429
2022,2022-05-01,12455902683,Intermountain West | Shopping | Forage Mixes,REMOVED,SHOPPING,2105,37,0.01757719715,12.59,0.34,3.75,1779.8,3.36,141.37,0.6872399445,,0.3127600555,37,0.01757719715
2022,2022-05-01,12425316629,Midwest / Mid-Atlantic | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,246,20,0.08130081301,11.39,0.57,0,0,0,0,0.3431952663,,0.6568047337,20,0.08130081301
2022,2022-05-01,16503493089,Nat | PMax | Catch All,REMOVED,PERFORMANCE_MAX,546867,8214,0.01502010544,2300.49,0.28,429.85,22632.32,5.35,9.84,,,,8353,0.01527428058
2022,2022-05-01,12118276038,Pacific Northwest | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,320,44,0.1375,37.43,0.85,1,100.53,37.43,2.69,0.6803455724,,0.3196544276,44,0.1375
2022,2022-05-01,12121251997,Pacific Northwest | Shopping | Forage Mixes,REMOVED,SHOPPING,3273,65,0.01985945616,22.46,0.35,2,193.66,11.23,8.62,0.4849531327,,0.5150468673,65,0.01985945616
2022,2022-05-01,12455805507,Pacific Southwest | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,174,20,0.1149425287,25.25,1.26,3,844.59,8.42,33.45,0.6013986014,,0.3986013986,20,0.1149425287
2022,2022-05-01,12455805510,Pacific Southwest | Shopping | Forage Mixes,REMOVED,SHOPPING,334,5,0.01497005988,1.26,0.25,0,0,0,0,0.5897435897,,0.4102564103,5,0.01497005988
2022,2022-05-01,187765054,Search | Brand | ROAS,ENABLED,SEARCH,2069,766,0.3702271629,1115.42,1.46,93.16,13685.4,11.97,12.27,0.9256725946,,0.07432740538,766,0.3702271629
2022,2022-05-01,12425316635,South-Atlantic Transitional | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,157,15,0.09554140127,7.76,0.52,0,0,0,0,0.3662337662,,0.6337662338,15,0.09554140127
2022,2022-05-01,12713296013,Southern States | DSA | Warm-Season Grasses,REMOVED,SEARCH,274,9,0.03284671533,3.07,0.34,0,0,0,0,0.0999,,0.9001,9,0.03284671533
2022,2022-05-01,12713197828,Southern States | Shopping | Warm-Season Grasses,REMOVED,SHOPPING,8704,18,0.002068014706,1.35,0.07,0,0,0,0,0.198386698,0.00438867598,0.797224626,18,0.002068014706
2022,2022-05-01,12428489722,Southern Subtropics | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,163,24,0.1472392638,15.7,0.65,0,0,0,0,0.1722282024,,0.8277717976,24,0.1472392638
2022,2022-05-01,12428489719,Southern Subtropics | Shopping | Forage Mixes,REMOVED,SHOPPING,16,0,0.00%,0,0,0,0,0,0,0.1923076923,,0.8076923077,0,0.00%
2022,2022-05-01,12453610238,Southwest Desert | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,122,18,0.1475409836,10.3,0.57,0,0,0,0,0.5741626794,,0.4258373206,18,0.1475409836
2022,2022-05-01,12455902689,Southwest Desert | Shopping | Forage Mixes,REMOVED,SHOPPING,1508,31,0.02055702918,11.99,0.39,0,0,0,0,0.58111031,,0.41888969,31,0.02055702918
2022,2022-05-01,12453610304,Southwest Steppe | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,3,0,0.00%,0,0,0,0,0,0,0.5,,0.5,0,0.00%
2022,2022-05-01,12455942305,Southwest Transitional | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,3,0,0.00%,0,0,0,0,0,0,0.75,,0.25,0,0.00%
2022,2022-05-01,12455902686,Southwest Transitional | Shopping | Forage Mixes,REMOVED,SHOPPING,29,0,0.00%,0,0,0,0,0,0,0.3636363636,,0.6363636364,0,0.00%
2022,2022-05-01,12319589726,US | DSA | Grass Seed,REMOVED,SEARCH,3460,151,0.0436416185,124.62,0.83,10.19,1100.63,12.23,8.83,0.0999,,0.9001,151,0.0436416185
2022,2022-05-01,11024785437,US | DSA | Pasture Seed,REMOVED,SEARCH,10023,1085,0.1082510226,555.64,0.51,20.79,2900.64,26.73,5.22,0.3024312728,,0.6975687272,1085,0.1082510226
2022,2022-05-01,12319589729,US | DSA | Wildflower Seed,REMOVED,SEARCH,2180,42,0.01926605505,33.21,0.79,1,48.97,33.21,1.47,0.0999,,0.9001,42,0.01926605505
2022,2022-05-01,15233962443,US | Display | RMK,PAUSED,DISPLAY,4685,3,0.0006403415155,10.44,3.48,0,0,0,0,,,,3,0.0006403415155
2022,2022-05-01,16219169257,US | Performance Max | Forage Mixes,REMOVED,PERFORMANCE_MAX,98562,1345,0.01364623283,680.47,0.51,18.33,7589.89,37.12,11.15,,,,1345,0.01364623283
2022,2022-05-01,11038420983,US | Shopping | Catchall - Grass Seed,REMOVED,SHOPPING,79,2,0.0253164557,0.5,0.25,0,0,0,0,0.4553571429,,0.5446428571,2,0.0253164557
2022,2022-05-01,11039637965,US | Shopping | Catchall - Pasture Seed,PAUSED,SHOPPING,279222,2410,0.008631125055,409.65,0.17,56.35,3268.97,7.27,7.98,0.3432485139,,0.6567514861,2410,0.008631125055
2022,2022-05-01,16219790392,US | Shopping | Catchall - Specialty Seed,REMOVED,SHOPPING,23298,146,0.006266632329,45.63,0.31,4,1154.3,11.41,25.3,0.2655140618,,0.7344859382,146,0.006266632329
2022,2022-05-01,11039642318,US | Shopping | Catchall - Wildflower Seed,REMOVED,SHOPPING,45592,349,0.007654851728,31.82,0.09,7,208.21,4.55,6.54,0.1531476288,,0.8468523712,349,0.007654851728
2022,2022-06-01,12455893806,Great Lakes / New England | DSA | Forage Mixes and Pasture Seed,REMOVED,SEARCH,162,25,0.1543209877,18.22,0.73,1,121.8,18.22,6.68,0.1812080537,,0.8187919463,25,0.1543209877
2022,2022-06-01,12455902683,Intermountain West | Shopping | Forage Mixes,REMOVED,SHOPPING,686,3,0.004373177843,1.07,0.36,0,0,0,0,0.7994350282,,0.2005649718,3,0.004373177843
2022,2022-06-01,16503493089,Nat | PMax | Catch All,REMOVED,PERFORMANCE_MAX,304731,3914,0.01284411497,1190.48,0.3,172.41,10336.42,6.9,8.68,,,,3995,0.01310992318
2022,2022-06-01,187765054,Search | Brand | ROAS,ENABLED,SEARCH,1262,438,0.3470681458,589.93,1.35,42.07,8155.84,14.02,13.83,0.9033923304,,0.09660766962,438,0.3470681458
2022,2022-06-01,12713296013,Southern States | DSA | Warm-Season Grasses,REMOVED,SEARCH,150,6,0.04,6.89,1.15,0,0,0,0,0.0999,,0.9001,6,0.04
2022,2022-06-01,17499169390,Southern States | Search | Warm-Season Grasses,REMOVED,SEARCH,6641,431,0.06489986448,841.39,1.95,1,347.39,841.39,0.41,0.4274237847,0.2530898105,0.3194864048,431,0.06489986448
2022,2022-06-01,12713197828,Southern States | Shopping | Warm-Season Grasses,REMOVED,SHOPPING,3726,4,0.001073537305,1.3,0.33,0,0,0,0,0.1432110479,,0.8567889521,4,0.001073537305
2022,2022-06-01,11024785437,US | DSA | Pasture Seed,REMOVED,SEARCH,3243,336,0.1036077706,169.44,0.5,5,1296.9,33.89,7.65,0.1807264379,,0.8192735621,336,0.1036077706
2022,2022-06-01,12319589729,US | DSA | Wildflower Seed,REMOVED,SEARCH,257,5,0.01945525292,3.11,0.62,0,0,0,0,0.0999,,0.9001,5,0.01945525292
2022,2022-06-01,11039637965,US | Shopping | Catchall - Pasture Seed,PAUSED,SHOPPING,242481,2126,0.008767697263,393.4,0.19,44.4,4650.05,8.86,11.82,0.3138723702,,0.6861276298,2126,0.008767697263
2022,2022-06-01,16219790392,US | Shopping | Catchall - Specialty Seed,REMOVED,SHOPPING,10698,62,0.00579547579,16.5,0.27,1,136.98,16.5,8.3,0.2424563485,,0.7575436515,62,0.00579547579
2022,2022-07-01,17807643513,Florida Tropics | DSA,PAUSED,SEARCH,15,0,0.00%,0,0,0,0,0,0,0.0999,,0.9001,0,0.00%
2022,2022-07-01,17853485982,Intermountain West | DSA,PAUSED,SEARCH,13,4,0.3076923077,0.96,0.24,0,0,0,0,0.25,,0.75,4,0.3076923077
2022,2022-07-01,16503493089,Nat | PMax | Catch All,REMOVED,PERFORMANCE_MAX,319809,4564,0.01427101801,1446.41,0.32,211.98,13380.51,6.82,9.25,,,,4570,0.01428977921
2022,2022-07-01,17861381741,Pacific Northwest | DSA,PAUSED,SEARCH,20,2,0.1,0.28,0.14,0,0,0,0,0.1496062992,,0.8503937008,2,0.1
2022,2022-07-01,17746298618,Pacific Northwest | Shopping,PAUSED,SHOPPING,7,0,0.00%,0,0,0,0,0,0,0.125,0.875,,0,0.00%
2022,2022-07-01,17853495033,Pacific Southwest | DSA,PAUSED,SEARCH,3,0,0.00%,0,0,0,0,0,0,0.0999,,0.9001,0,0.00%
2022,2022-07-01,187765054,Search | Brand | ROAS,ENABLED,SEARCH,1081,380,0.3515263645,467.8,1.23,34.74,10907.8,13.46,23.32,0.8982905983,,0.1017094017,380,0.3515263645
2022,2022-07-01,11024785437,US | DSA | Pasture Seed,REMOVED,SEARCH,497,45,0.09054325956,35.27,0.78,1,80.23,35.27,2.27,0.1192336778,,0.8807663222,45,0.09054325956
2022,2022-07-01,15233962443,US | Display | RMK,PAUSED,DISPLAY,61,0,0.00%,0.15,0,0,0,0,0,,,,0,0.00%
2022,2022-07-01,11039637965,US | Shopping | Catchall - Pasture Seed,PAUSED,SHOPPING,140544,1225,0.008716131603,213.98,0.17,37.49,5149.69,5.71,24.07,0.3148342729,,0.6851657271,1225,0.008716131603
2022,2022-08-01,17807643513,Florida Tropics | DSA,PAUSED,SEARCH,48,2,0.04166666667,1.13,0.56,0,0,0,0,0.0999,,0.9001,2,0.04166666667
2022,2022-08-01,17738427277,Florida Tropics | Shopping,PAUSED,SHOPPING,8437,62,0.00734858362,11.43,0.18,0,0,0,0,0.3345541879,0.001801260883,0.6636445512,62,0.00734858362
2022,2022-08-01,18022751250,Florida Tropics | Shopping | Forage Mixes,PAUSED,SHOPPING,1414,19,0.01343705799,6.68,0.35,0,0,0,0,0.2435494021,0.0006293266205,0.7558212712,19,0.01343705799
2022,2022-08-01,17871484308,Great Lakes / New England | DSA,PAUSED,SEARCH,529,43,0.08128544423,22.38,0.52,0,0,0,0,0.1074696744,,0.8925303256,43,0.08128544423
2022,2022-08-01,17738427265,Great Lakes / New England | Shopping,PAUSED,SHOPPING,37613,260,0.006912503656,43.74,0.17,5,358.49,8.75,8.2,0.2930240401,0.002445116617,0.7045308432,260,0.006912503656
2022,2022-08-01,18022751253,Great Lakes / New England | Shopping | Forage Mixes,PAUSED,SHOPPING,4132,68,0.01645692159,39.06,0.57,3.33,1249.58,11.72,31.99,0.3016300687,,0.6983699313,68,0.01645692159
2022,2022-08-01,17871484302,Great Plains | DSA,PAUSED,SEARCH,450,54,0.12,30.9,0.57,7,759.73,4.41,24.59,0.1552217454,,0.8447782546,54,0.12
2022,2022-08-01,17738427259,Great Plains | Shopping,PAUSED,SHOPPING,53667,595,0.01108688766,150.35,0.25,11.24,1293.37,13.37,8.6,0.3389537753,0.001983147813,0.6590630769,595,0.01108688766
2022,2022-08-01,18022751256,Great Plains | Shopping | Forage Mixes,PAUSED,SHOPPING,4672,85,0.01819349315,42.32,0.5,2.1,4337.86,20.14,102.5,0.3469557965,0.001251042535,0.651793161,85,0.01819349315
2022,2022-08-01,17853485982,Intermountain West | DSA,PAUSED,SEARCH,742,111,0.1495956873,122.47,1.1,8.71,1563.39,14.06,12.77,0.2842397777,,0.7157602223,111,0.1495956873
2022,2022-08-01,17738427250,Intermountain West | Shopping,PAUSED,SHOPPING,50306,658,0.0130799507,184.22,0.28,27.89,2526.88,6.6,13.72,0.3723017279,0.001938448284,0.6257598239,658,0.0130799507
2022,2022-08-01,18022751259,Intermountain West | Shopping | Forage Mixes,PAUSED,SHOPPING,687,8,0.01164483261,9.7,1.21,0,0,0,0,0.4365325077,,0.5634674923,8,0.01164483261
