Year,Month,Device,Campaign Name,Campaign ID,Impressions,Clicks,CTR,Cost ($),Avg CPC ($),Conversions,Conv. Value ($),ROAS
2022,2022-03-01,DESKTOP,California | Search | Best Grass Seed,16460791884,48,11,0.2291666667,50.09,4.55,0,0,0
2022,2022-03-01,MOBILE,Midwest / Mid-Atlantic | DSA | Forage Mixes and Pasture Seed,12425316629,1205,95,0.07883817427,70.88,0.75,3,570.62,8.05
2022,2022-03-01,TABLET,Midwest / Mid-Atlantic | DSA | Forage Mixes and Pasture Seed,12425316629,57,3,0.05263157895,1.26,0.42,0.25,19.76,15.68
2022,2022-03-01,DESKTOP,Nat | PMax | Catch All,16503493089,83665,1321,0.01578915915,629.65,0.48,91.83,7069.13,11.23
2022,2022-03-01,MOBILE,Nat | PMax | Catch All,16503493089,236843,3878,0.01637371592,982.35,0.25,200.73,12595.78,12.82
2022,2022-03-01,TABLET,Nat | PMax | Catch All,16503493089,7531,119,0.0158013544,37.14,0.31,6,542.16,14.6
2022,2022-03-01,CONNECTED_TV,Nat | PMax | Catch All,16503493089,2,0,0.00%,0.02,0,0,0,0
2022,2022-03-01,DESKTOP,Pacific Northwest | DSA | Forage Mixes and Pasture Seed,12118276038,574,99,0.1724738676,144.05,1.46,7.05,1944.81,13.5
2022,2022-03-01,MOBILE,Pacific Northwest | DSA | Forage Mixes and Pasture Seed,12118276038,1108,177,0.1597472924,137.25,0.78,6.7,1598.8,11.65
2022,2022-03-01,TABLET,Pacific Northwest | DSA | Forage Mixes and Pasture Seed,12118276038,46,11,0.2391304348,7.24,0.66,0,0,0
2022,2022-03-01,DESKTOP,Pacific Southwest | DSA | Forage Mixes and Pasture Seed,12455805507,74,5,0.06756756757,10.57,2.11,1,246.94,23.36
2022,2022-03-01,MOBILE,Pacific Southwest | DSA | Forage Mixes and Pasture Seed,12455805507,100,8,0.08,9.36,1.17,1,93.07,9.94
2022,2022-03-01,TABLET,Pacific Southwest | DSA | Forage Mixes and Pasture Seed,12455805507,6,0,0.00%,0,0,0,0,0
2022,2022-03-01,DESKTOP,Pacific Southwest | Search | Pasture Seed,16595988443,34,2,0.05882352941,1.59,0.8,0,0,0
2022,2022-03-01,MOBILE,Pacific Southwest | Search | Pasture Seed,16595988443,13,1,0.07692307692,0.4,0.4,0,0,0
2022,2022-03-01,TABLET,Pacific Southwest | Search | Pasture Seed,16595988443,3,0,0.00%,0,0,0,0,0
2022,2022-03-01,DESKTOP,Search | Brand | ROAS,187765054,706,255,0.3611898017,345.37,1.35,47,9013.4,26.1
2022,2022-03-01,MOBILE,Search | Brand | ROAS,187765054,854,326,0.3817330211,503.27,1.54,44.71,7885.51,15.67
2022,2022-03-01,TABLET,Search | Brand | ROAS,187765054,58,21,0.3620689655,21.57,1.03,3.75,840.51,38.97
2022,2022-03-01,DESKTOP,South-Atlantic Transitional | DSA | Forage Mixes and Pasture Seed,12425316635,296,14,0.0472972973,12.62,0.9,0.5,131.42,10.41
2022,2022-03-01,MOBILE,South-Atlantic Transitional | DSA | Forage Mixes and Pasture Seed,12425316635,434,28,0.06451612903,21.7,0.78,0.5,37.92,1.75
2022,2022-03-01,TABLET,South-Atlantic Transitional | DSA | Forage Mixes and Pasture Seed,12425316635,26,1,0.03846153846,1.72,1.72,0,0,0
2022,2022-03-01,DESKTOP,Southern Subtropics | DSA | Forage Mixes and Pasture Seed,12428489722,117,10,0.08547008547,5.91,0.59,0,0,0
2022,2022-03-01,MOBILE,Southern Subtropics | DSA | Forage Mixes and Pasture Seed,12428489722,159,14,0.08805031447,10.33,0.74,0,0,0
2022,2022-03-01,TABLET,Southern Subtropics | DSA | Forage Mixes and Pasture Seed,12428489722,16,2,0.125,1.02,0.51,0,0,0
2022,2022-03-01,DESKTOP,Southern Subtropics | Search | Pasture Seed,16595988446,30,2,0.06666666667,2.99,1.5,0,0,0
2022,2022-03-01,MOBILE,Southern Subtropics | Search | Pasture Seed,16595988446,6,0,0.00%,0,0,0,0,0
2022,2022-03-01,DESKTOP,Southwest Desert | DSA | Forage Mixes and Pasture Seed,12453610238,123,15,0.1219512195,19.97,1.33,2,2300.25,115.19
2022,2022-03-01,MOBILE,Southwest Desert | DSA | Forage Mixes and Pasture Seed,12453610238,295,48,0.1627118644,39.96,0.83,0.67,82.11,2.05
2022,2022-03-01,TABLET,Southwest Desert | DSA | Forage Mixes and Pasture Seed,12453610238,24,4,0.1666666667,4.13,1.03,0,0,0
2022,2022-03-01,DESKTOP,Southwest Steppe | DSA | Forage Mixes and Pasture Seed,12453610304,51,10,0.1960784314,9.24,0.92,0,0,0
2022,2022-03-01,MOBILE,Southwest Steppe | DSA | Forage Mixes and Pasture Seed,12453610304,65,8,0.1230769231,5.41,0.68,0,0,0
2022,2022-03-01,TABLET,Southwest Steppe | DSA | Forage Mixes and Pasture Seed,12453610304,3,0,0.00%,0,0,0,0,0
2022,2022-03-01,DESKTOP,Southwest Transitional | DSA | Forage Mixes and Pasture Seed,12455942305,16,2,0.125,1.31,0.66,0,0,0
2022,2022-03-01,MOBILE,Southwest Transitional | DSA | Forage Mixes and Pasture Seed,12455942305,24,5,0.2083333333,4.21,0.84,0,0,0
2022,2022-03-01,DESKTOP,US | DSA | Grass Seed,12319589726,2787,123,0.04413347686,118.52,0.96,8,1765.51,14.9
2022,2022-03-01,MOBILE,US | DSA | Grass Seed,12319589726,1311,74,0.05644546148,44.3,0.6,3.83,590.62,13.33
2022,2022-03-01,TABLET,US | DSA | Grass Seed,12319589726,133,4,0.03007518797,2.01,0.5,0,0,0
2022,2022-03-01,DESKTOP,US | DSA | Pasture Seed,11024785437,4752,425,0.08943602694,501.88,1.18,37.29,6576.57,13.1
2022,2022-03-01,MOBILE,US | DSA | Pasture Seed,11024785437,11258,1264,0.112275715,851.12,0.67,32.14,5737.13,6.74
2022,2022-03-01,TABLET,US | DSA | Pasture Seed,11024785437,487,49,0.1006160164,40.68,0.83,1,122.94,3.02
2022,2022-03-01,DESKTOP,US | DSA | Specialty Seed,16359561246,464,23,0.04956896552,17.66,0.77,0,0,0
2022,2022-03-01,MOBILE,US | DSA | Specialty Seed,16359561246,389,33,0.08483290488,16.52,0.5,0,0,0
2022,2022-03-01,TABLET,US | DSA | Specialty Seed,16359561246,19,1,0.05263157895,0.32,0.32,0,0,0
2022,2022-03-01,DESKTOP,US | DSA | Wildflower Seed,12319589729,1645,25,0.01519756839,25.72,1.03,1,38.9,1.51
2022,2022-03-01,MOBILE,US | DSA | Wildflower Seed,12319589729,330,16,0.04848484848,5.26,0.33,1,43.27,8.23
2022,2022-03-01,TABLET,US | DSA | Wildflower Seed,12319589729,65,1,0.01538461538,0.52,0.52,0,0,0
2022,2022-03-01,DESKTOP,US | Performance Max | Forage Mixes,16219169257,130546,1611,0.01234047769,805.11,0.5,71.52,10667.7,13.25
2022,2022-03-01,MOBILE,US | Performance Max | Forage Mixes,16219169257,441796,4796,0.01085568905,1375.86,0.29,106.77,11682.64,8.49
2022,2022-03-01,TABLET,US | Performance Max | Forage Mixes,16219169257,15629,168,0.01074924819,46.2,0.28,3,116.78,2.53
2022,2022-03-01,CONNECTED_TV,US | Performance Max | Forage Mixes,16219169257,22,0,0.00%,0.34,0,0,0,0
2022,2022-03-01,MOBILE,US | Shopping | Catchall - Grass Seed,11038420983,2,0,0.00%,0,0,0,0,0
2022,2022-03-01,DESKTOP,US | Shopping | Catchall - Pasture Seed,11039637965,24728,329,0.01330475574,155.92,0.47,11.06,982.03,6.3
2022,2022-03-01,MOBILE,US | Shopping | Catchall - Pasture Seed,11039637965,97759,1028,0.01051565585,264.54,0.26,34.97,3243.63,12.26
2022,2022-03-01,TABLET,US | Shopping | Catchall - Pasture Seed,11039637965,2915,38,0.01303602058,10.2,0.27,0,0,0
2022,2022-03-01,DESKTOP,US | Shopping | Catchall - Specialty Seed,16219790392,16229,163,0.01004374884,97.94,0.6,7.85,1877.89,19.17
2022,2022-03-01,MOBILE,US | Shopping | Catchall - Specialty Seed,16219790392,43808,471,0.01075146092,165.99,0.35,4.77,1091.72,6.58
2022,2022-03-01,TABLET,US | Shopping | Catchall - Specialty Seed,16219790392,2047,32,0.01563263312,10.83,0.34,0,0,0
2022,2022-03-01,DESKTOP,US | Shopping | Catchall - Wildflower Seed,11039642318,10860,73,0.006721915285,13.47,0.18,2,33.85,2.51
2022,2022-03-01,MOBILE,US | Shopping | Catchall - Wildflower Seed,11039642318,31869,353,0.01107659481,35.27,0.1,2,64.11,1.82
2022,2022-03-01,TABLET,US | Shopping | Catchall - Wildflower Seed,11039642318,1746,15,0.008591065292,2.05,0.14,0,0,0
2022,2022-03-01,DESKTOP,US | Smart Shopping | Grass Seed,16009450799,16743,221,0.01319954608,109.29,0.49,7.5,715.69,6.55
2022,2022-03-01,MOBILE,US | Smart Shopping | Grass Seed,16009450799,37180,588,0.01581495428,152.58,0.26,24.67,2928.54,19.19
2022,2022-03-01,TABLET,US | Smart Shopping | Grass Seed,16009450799,1496,36,0.02406417112,10.43,0.29,2,94.08,9.02
2022,2022-04-01,DESKTOP,Florida Tropics | DSA | Forage Mixes and Pasture Seed,12453606893,58,9,0.1551724138,13.58,1.51,1,582.22,42.87
2022,2022-04-01,MOBILE,Florida Tropics | DSA | Forage Mixes and Pasture Seed,12453606893,103,12,0.1165048544,7.72,0.64,0.33,230.75,29.89
2022,2022-04-01,TABLET,Florida Tropics | DSA | Forage Mixes and Pasture Seed,12453606893,6,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Great Lakes / New England | DSA | Forage Mixes and Pasture Seed,12455893806,259,44,0.1698841699,76.31,1.73,3.33,1382.22,18.11
2022,2022-04-01,MOBILE,Great Lakes / New England | DSA | Forage Mixes and Pasture Seed,12455893806,326,37,0.1134969325,29.75,0.8,1.33,524.12,17.62
2022,2022-04-01,TABLET,Great Lakes / New England | DSA | Forage Mixes and Pasture Seed,12455893806,22,3,0.1363636364,1.66,0.55,0,0,0
2022,2022-04-01,DESKTOP,Great Lakes / New England | Search | Pasture Seed,16583838906,168,6,0.03571428571,7.22,1.2,0,0,0
2022,2022-04-01,MOBILE,Great Lakes / New England | Search | Pasture Seed,16583838906,166,10,0.06024096386,7.4,0.74,0,0,0
2022,2022-04-01,TABLET,Great Lakes / New England | Search | Pasture Seed,16583838906,13,2,0.1538461538,1.25,0.63,0,0,0
2022,2022-04-01,DESKTOP,Great Lakes / New England | Shopping | Forage Mixes,12455902698,7,0,0.00%,0,0,0,0,0
2022,2022-04-01,MOBILE,Great Lakes / New England | Shopping | Forage Mixes,12455902698,44,1,0.02272727273,0.67,0.67,0,0,0
2022,2022-04-01,TABLET,Great Lakes / New England | Shopping | Forage Mixes,12455902698,2,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Great Plains | DSA | Forage Mixes and Pasture Seed,12453610247,26,4,0.1538461538,1.85,0.46,0,0,0
2022,2022-04-01,MOBILE,Great Plains | DSA | Forage Mixes and Pasture Seed,12453610247,55,10,0.1818181818,5.29,0.53,1,354.64,67.04
2022,2022-04-01,TABLET,Great Plains | DSA | Forage Mixes and Pasture Seed,12453610247,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Great Plains | Shopping | Forage Mixes,12455902692,6,0,0.00%,0,0,0,0,0
2022,2022-04-01,MOBILE,Great Plains | Shopping | Forage Mixes,12455902692,23,0,0.00%,0,0,0,0,0
2022,2022-04-01,TABLET,Great Plains | Shopping | Forage Mixes,12455902692,3,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Intermountain West | DSA | Forage Mixes and Pasture Seed,12455938522,198,30,0.1515151515,31.9,1.06,1,130.99,4.11
2022,2022-04-01,MOBILE,Intermountain West | DSA | Forage Mixes and Pasture Seed,12455938522,305,28,0.09180327869,20.1,0.72,0,0,0
2022,2022-04-01,TABLET,Intermountain West | DSA | Forage Mixes and Pasture Seed,12455938522,18,2,0.1111111111,0.77,0.39,0,0,0
2022,2022-04-01,DESKTOP,Intermountain West | Performance Max | Pasture Seed,16806430758,63,3,0.04761904762,5.1,1.7,0,0,0
2022,2022-04-01,MOBILE,Intermountain West | Performance Max | Pasture Seed,16806430758,277,5,0.01805054152,1.72,0.34,0,0,0
2022,2022-04-01,TABLET,Intermountain West | Performance Max | Pasture Seed,16806430758,9,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Intermountain West | Search | Pasture Seed,16595988440,157,8,0.05095541401,10.47,1.31,0.5,168.3,16.07
2022,2022-04-01,MOBILE,Intermountain West | Search | Pasture Seed,16595988440,99,5,0.05050505051,3.9,0.78,0.25,25.5,6.54
2022,2022-04-01,TABLET,Intermountain West | Search | Pasture Seed,16595988440,13,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Intermountain West | Shopping | Forage Mixes,12455902683,90,3,0.03333333333,1.58,0.53,0,0,0
2022,2022-04-01,MOBILE,Intermountain West | Shopping | Forage Mixes,12455902683,1095,14,0.01278538813,4.69,0.34,1,33.43,7.13
2022,2022-04-01,TABLET,Intermountain West | Shopping | Forage Mixes,12455902683,26,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Midwest / Mid-Atlantic | DSA | Forage Mixes and Pasture Seed,12425316629,201,10,0.04975124378,5.43,0.54,0,0,0
2022,2022-04-01,MOBILE,Midwest / Mid-Atlantic | DSA | Forage Mixes and Pasture Seed,12425316629,648,50,0.07716049383,27.12,0.54,1,211.17,7.79
2022,2022-04-01,TABLET,Midwest / Mid-Atlantic | DSA | Forage Mixes and Pasture Seed,12425316629,19,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Nat | PMax | Catch All,16503493089,132155,2485,0.0188036775,1160.55,0.47,155.29,11118.48,9.58
2022,2022-04-01,MOBILE,Nat | PMax | Catch All,16503493089,390903,5949,0.01521860922,1474.7,0.25,248.16,15892.37,10.78
2022,2022-04-01,TABLET,Nat | PMax | Catch All,16503493089,11771,194,0.01648118257,56.74,0.29,8,371.65,6.55
2022,2022-04-01,CONNECTED_TV,Nat | PMax | Catch All,16503493089,14,0,0.00%,0.18,0,0,0,0
2022,2022-04-01,DESKTOP,Pacific Northwest | DSA | Forage Mixes and Pasture Seed,12118276038,335,54,0.1611940299,70.32,1.3,2,809.58,11.51
2022,2022-04-01,MOBILE,Pacific Northwest | DSA | Forage Mixes and Pasture Seed,12118276038,769,134,0.1742522757,92.67,0.69,2.5,351.37,3.79
2022,2022-04-01,TABLET,Pacific Northwest | DSA | Forage Mixes and Pasture Seed,12118276038,46,5,0.1086956522,5.66,1.13,0,0,0
2022,2022-04-01,DESKTOP,Pacific Northwest | Performance Max | Pasture Seed,16806278826,185,6,0.03243243243,7.24,1.21,0.33,174.26,24.07
2022,2022-04-01,MOBILE,Pacific Northwest | Performance Max | Pasture Seed,16806278826,696,7,0.01005747126,3.14,0.45,0,0,0
2022,2022-04-01,TABLET,Pacific Northwest | Performance Max | Pasture Seed,16806278826,42,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Pacific Northwest | Shopping | Forage Mixes,12121251997,275,7,0.02545454545,2.65,0.38,0,0,0
2022,2022-04-01,MOBILE,Pacific Northwest | Shopping | Forage Mixes,12121251997,1564,22,0.01406649616,7.99,0.36,0,0,0
2022,2022-04-01,TABLET,Pacific Northwest | Shopping | Forage Mixes,12121251997,43,1,0.02325581395,0.26,0.26,0,0,0
2022,2022-04-01,DESKTOP,Pacific Southwest | DSA | Forage Mixes and Pasture Seed,12455805507,66,7,0.1060606061,18.2,2.6,0,0,0
2022,2022-04-01,MOBILE,Pacific Southwest | DSA | Forage Mixes and Pasture Seed,12455805507,82,4,0.0487804878,4.06,1.01,0,0,0
2022,2022-04-01,DESKTOP,Pacific Southwest | Performance Max | Pasture Seed,16806430749,29,1,0.03448275862,0.69,0.69,0,0,0
2022,2022-04-01,MOBILE,Pacific Southwest | Performance Max | Pasture Seed,16806430749,97,1,0.01030927835,0.47,0.47,0.5,144.04,306.48
2022,2022-04-01,TABLET,Pacific Southwest | Performance Max | Pasture Seed,16806430749,2,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Pacific Southwest | Search | Pasture Seed,16595988443,76,1,0.01315789474,0.97,0.97,0,0,0
2022,2022-04-01,MOBILE,Pacific Southwest | Search | Pasture Seed,16595988443,44,2,0.04545454545,0.73,0.36,0,0,0
2022,2022-04-01,TABLET,Pacific Southwest | Search | Pasture Seed,16595988443,2,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Pacific Southwest | Shopping | Forage Mixes,12455805510,30,0,0.00%,0,0,0,0,0
2022,2022-04-01,MOBILE,Pacific Southwest | Shopping | Forage Mixes,12455805510,256,2,0.0078125,0.62,0.31,0,0,0
2022,2022-04-01,TABLET,Pacific Southwest | Shopping | Forage Mixes,12455805510,10,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Search | Brand | ROAS,187765054,892,338,0.3789237668,501.49,1.48,64.35,10787.16,21.51
2022,2022-04-01,MOBILE,Search | Brand | ROAS,187765054,1502,551,0.3668442077,909.42,1.65,50.67,12645.09,13.9
2022,2022-04-01,TABLET,Search | Brand | ROAS,187765054,103,33,0.3203883495,61.9,1.88,4,297.3,4.8
2022,2022-04-01,DESKTOP,South-Atlantic Transitional | DSA | Forage Mixes and Pasture Seed,12425316635,42,4,0.09523809524,2.48,0.62,1,326.47,131.64
2022,2022-04-01,MOBILE,South-Atlantic Transitional | DSA | Forage Mixes and Pasture Seed,12425316635,141,11,0.0780141844,5.54,0.5,0,0,0
2022,2022-04-01,TABLET,South-Atlantic Transitional | DSA | Forage Mixes and Pasture Seed,12425316635,8,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Southern Subtropics | DSA | Forage Mixes and Pasture Seed,12428489722,67,6,0.08955223881,13.6,2.27,1,92.24,6.78
2022,2022-04-01,MOBILE,Southern Subtropics | DSA | Forage Mixes and Pasture Seed,12428489722,117,20,0.1709401709,12.45,0.62,2,429.21,34.47
2022,2022-04-01,TABLET,Southern Subtropics | DSA | Forage Mixes and Pasture Seed,12428489722,9,2,0.2222222222,1.53,0.77,0,0,0
2022,2022-04-01,DESKTOP,Southern Subtropics | Search | Pasture Seed,16595988446,92,2,0.02173913043,2.14,1.07,0,0,0
2022,2022-04-01,MOBILE,Southern Subtropics | Search | Pasture Seed,16595988446,78,3,0.03846153846,3.15,1.05,0,0,0
2022,2022-04-01,TABLET,Southern Subtropics | Search | Pasture Seed,16595988446,13,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Southern Subtropics | Shopping | Forage Mixes,12428489719,4,0,0.00%,0,0,0,0,0
2022,2022-04-01,MOBILE,Southern Subtropics | Shopping | Forage Mixes,12428489719,18,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Southwest Desert | DSA | Forage Mixes and Pasture Seed,12453610238,50,10,0.2,17.81,1.78,0,0,0
2022,2022-04-01,MOBILE,Southwest Desert | DSA | Forage Mixes and Pasture Seed,12453610238,137,30,0.2189781022,18.75,0.63,0.43,158.66,8.46
2022,2022-04-01,TABLET,Southwest Desert | DSA | Forage Mixes and Pasture Seed,12453610238,7,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Southwest Desert | Performance Max | Pasture Seed,16806430752,10,0,0.00%,0,0,0,0,0
2022,2022-04-01,MOBILE,Southwest Desert | Performance Max | Pasture Seed,16806430752,53,0,0.00%,0,0,0,0,0
2022,2022-04-01,TABLET,Southwest Desert | Performance Max | Pasture Seed,16806430752,3,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Southwest Desert | Shopping | Forage Mixes,12455902689,93,1,0.01075268817,0.56,0.56,0,0,0
2022,2022-04-01,MOBILE,Southwest Desert | Shopping | Forage Mixes,12455902689,841,29,0.03448275862,10.57,0.36,0.43,158.66,15.01
2022,2022-04-01,TABLET,Southwest Desert | Shopping | Forage Mixes,12455902689,44,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Southwest Steppe | DSA | Forage Mixes and Pasture Seed,12453610304,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Southwest Transitional | DSA | Forage Mixes and Pasture Seed,12455942305,4,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,Southwest Transitional | Performance Max | Pasture Seed,16806430755,7,0,0.00%,0,0,0,0,0
2022,2022-04-01,MOBILE,Southwest Transitional | Performance Max | Pasture Seed,16806430755,39,1,0.02564102564,0.86,0.86,0,0,0
2022,2022-04-01,DESKTOP,Southwest Transitional | Shopping | Forage Mixes,12455902686,4,0,0.00%,0,0,0,0,0
2022,2022-04-01,MOBILE,Southwest Transitional | Shopping | Forage Mixes,12455902686,23,0,0.00%,0,0,0,0,0
2022,2022-04-01,TABLET,Southwest Transitional | Shopping | Forage Mixes,12455902686,1,0,0.00%,0,0,0,0,0
2022,2022-04-01,DESKTOP,US | DSA | Grass Seed,12319589726,3788,155,0.0409186906,178.84,1.15,9,1059.27,5.92
2022,2022-04-01,MOBILE,US | DSA | Grass Seed,12319589726,2032,141,0.06938976378,105.26,0.75,8.25,765.52,7.27
2022,2022-04-01,TABLET,US | DSA | Grass Seed,12319589726,160,3,0.01875,1.16,0.39,0,0,0
2022,2022-04-01,DESKTOP,US | DSA | Pasture Seed,11024785437,2016,201,0.09970238095,117.51,0.58,8.79,1258.39,10.71
2022,2022-04-01,MOBILE,US | DSA | Pasture Seed,11024785437,7752,916,0.1181630547,435.33,0.48,32.5,5828.4,13.39
2022,2022-04-01,TABLET,US | DSA | Pasture Seed,11024785437,296,15,0.05067567568,5.61,0.37,0,0,0
2022,2022-04-01,DESKTOP,US | DSA | Wildflower Seed,12319589729,3113,52,0.01670414391,50.44,0.97,4,486.13,9.64
2022,2022-04-01,MOBILE,US | DSA | Wildflower Seed,12319589729,690,19,0.02753623188,15.16,0.8,3,503.49,33.21
2022,2022-04-01,TABLET,US | DSA | Wildflower Seed,12319589729,109,4,0.03669724771,5.01,1.25,0,0,0
2022,2022-04-01,DESKTOP,US | Performance Max | Forage Mixes,16219169257,59842,791,0.0132181411,602.8,0.76,27.81,6581.5,10.92
2022,2022-04-01,MOBILE,US | Performance Max | Forage Mixes,16219169257,222118,2211,0.009954168505,801,0.36,51.02,8741.67,10.91
2022,2022-04-01,TABLET,US | Performance Max | Forage Mixes,16219169257,7191,84,0.01168126825,39.96,0.48,2,101.26,2.53
2022,2022-04-01,DESKTOP,US | Shopping | Catchall - Grass Seed,11038420983,380,7,0.01842105263,3.36,0.48,0,0,0
2022,2022-04-01,MOBILE,US | Shopping | Catchall - Grass Seed,11038420983,1869,34,0.01819154628,10.12,0.3,0,0,0
2022,2022-04-01,TABLET,US | Shopping | Catchall - Grass Seed,11038420983,67,2,0.02985074627,0.79,0.4,0,0,0
2022,2022-04-01,DESKTOP,US | Shopping | Catchall - Pasture Seed,11039637965,66842,745,0.01114568684,257.4,0.35,44.82,3296.55,12.81
2022,2022-04-01,MOBILE,US | Shopping | Catchall - Pasture Seed,11039637965,244368,2187,0.008949616971,466.67,0.21,57.59,3972.18,8.51
2022,2022-04-01,TABLET,US | Shopping | Catchall - Pasture Seed,11039637965,7458,74,0.009922231161,15.21,0.21,1,49.82,3.28
2022,2022-04-01,DESKTOP,US | Shopping | Catchall - Specialty Seed,16219790392,12998,126,0.009693799046,74.42,0.59,8.67,1951.97,26.23
2022,2022-04-01,MOBILE,US | Shopping | Catchall - Specialty Seed,16219790392,31682,297,0.009374408181,89.32,0.3,5.01,913.79,10.23
2022,2022-04-01,TABLET,US | Shopping | Catchall - Specialty Seed,16219790392,1656,14,0.00845410628,5.38,0.38,0,0,0
2022,2022-04-01,DESKTOP,US | Shopping | Catchall - Wildflower Seed,11039642318,17971,156,0.008680652162,9.46,0.06,8,118.07,12.48
2022,2022-04-01,MOBILE,US | Shopping | Catchall - Wildflower Seed,11039642318,157394,1508,0.009581051374,198.71,0.13,14,450.64,2.27
2022,2022-04-01,TABLET,US | Shopping | Catchall - Wildflower Seed,11039642318,3936,31,0.00787601626,1.52,0.05,0,0,0
2022,2022-05-01,DESKTOP,Florida Tropics | DSA | Forage Mixes and Pasture Seed,12453606893,32,6,0.1875,9.27,1.54,0,0,0
2022,2022-05-01,MOBILE,Florida Tropics | DSA | Forage Mixes and Pasture Seed,12453606893,34,7,0.2058823529,5.98,0.85,0,0,0
