Product Item ID,Product Title,Product Type L1,Product Type L2,Total Impressions,Total Clicks,Total Cost ($),Total Conversions,Total Revenue ($),Total ROAS,CTR (%),Avg CPC ($),Conv Rate (%),Avg Order Value ($),Quarters Active,Campaigns,Matched Live ID,Match Type
gla_455525,"Deer Food Plot Seed Mix (Krunch & Munch) - Wildlife Forage - 20 lb, Covers 2,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,8581,58,39.83,2.00,303.63,7.62,0.68,0.69,3.45,151.81,1,3,gla_455525,id_exact
gla_445861,"Nature's Seed Cool‐Adapted Pasture & Forage 10 Lb for 10,000 Sq Ft Mix No Filler, Palatable Seed for Horses",pasture seeds,pasture seeds mix,31375,282,294.60,38.40,2166.08,7.35,0.90,1.04,13.62,56.41,3,7,gla_445861,id_exact
gla_445260,"Nature's Seed Any Region Pasture & Forage 50 Lb for 50,000 Sq Ft Mix Curated Soft‐Leaf Blend for Llamas and Aplacas with No Fillers",pasture seeds,pasture seeds mix,13707,80,112.50,20.29,782.15,6.95,0.58,1.41,25.36,38.55,3,7,gla_445260,id_exact
gla_444949,"Nature's Seed Pasture & Forage 50 Lb for 50,000 Sq Ft Alfalfa Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,14136,83,111.10,4.00,767.70,6.91,0.59,1.34,4.82,191.93,3,7,gla_444949,id_exact
gla_445847,"Nature's Seed Transitional Pasture & Forage 50 Lb for 50,000 Sq Ft Mix No Fillers, Just Quality Feed for Sheep",pasture seeds,pasture seeds mix,45006,439,684.52,33.27,4267.24,6.23,0.98,1.56,7.58,128.26,3,7,gla_445847,id_exact
gla_445869,"Poultry Forage Mix Omega-3 Rich Clover & Alfalfa Blend for Chickens & Ducks 5 Lb for 10,000 Sq Ft | Nature's Seed",pasture seeds,pasture seeds mix,78835,1030,879.05,73.93,5474.24,6.23,1.31,0.85,7.18,74.05,3,4,gla_445869,id_exact
gla_455528,"Shade Food Plot Seed Mix - Deer & Wildlife Forage Blend - 10 lb, Covers 2,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,9666,66,38.64,1.02,230.49,5.97,0.68,0.59,1.55,225.97,1,3,gla_455528,id_exact
2466768864478421135,Sheep Fescue Grass Seed,,,2626,33,17.89,1.00,102.84,5.75,1.26,0.54,3.03,102.84,1,2,gla_446822,title_contains
gla_445278,"Nature's Seed Transitional Pasture & Forage 50 Lb for 50,000 Sq Ft Mix Grazing for Goats 100% Pure Seed",pasture seeds,pasture seeds mix,45642,393,700.14,17.23,4016.53,5.74,0.86,1.78,4.38,233.11,3,7,gla_445278,id_exact
gla_446796,"Cattle & Dairy Cow Pasture Mix Cold & Warm Season Perennial Forage 20 Lb for 40,000 Sq Ft | Nature's Seed",pasture seeds,pasture seeds mix,27568,295,213.54,7.34,1136.53,5.32,1.07,0.72,2.49,154.84,3,4,gla_446796,id_exact
gla_445285,"Sheep Pasture & Forage Mix Transitional Zone, High-Protein, Drought-Tolerant 10 Lb for 20,000 Sq Ft | Nature's Seed",pasture seeds,pasture seeds mix,24931,292,351.40,11.12,1802.31,5.13,1.17,1.20,3.81,162.08,3,4,gla_445285,id_exact
gla_445856,"Nature's Seed Transitional Pasture & Forage 20 Lb for 20,000 Sq Ft Mix Grazing for Goats 100% Pure Seed",pasture seeds,pasture seeds mix,36326,347,444.40,34.70,2208.10,4.97,0.96,1.28,10.00,63.63,3,7,gla_445856,id_exact
gla_445844,"Nature's Seed Cool‐Adapted Pasture & Forage 20 Lb for 20,000 Sq Ft Mix No Fillers, Just Quality Feed for Sheep",pasture seeds,pasture seeds mix,13411,88,126.82,12.90,614.20,4.84,0.66,1.44,14.66,47.61,3,7,gla_445844,id_exact
gla_445857,"Nature's Seed Transitional Pasture & Forage 10 Lb for 10,000 Sq Ft Mix Grazing for Goats 100% Pure Seed",pasture seeds,pasture seeds mix,50138,681,620.53,26.28,2924.43,4.71,1.36,0.91,3.86,111.28,3,7,gla_445857,id_exact
gla_459570,"Irrigated Pasture Seed Mix - Premium High-Yield Forage - 10 lb, Covers 5,000 sq ft | Nature's Seed",pasture seed,individual species seeds,10274,48,58.54,1.46,275.40,4.70,0.47,1.22,3.04,188.63,1,3,gla_459570,id_exact
gla_183535,Sheep Fescue Grass,lawn seed,grass seed by state,22843,148,182.21,6.00,843.38,4.63,0.65,1.23,4.05,140.56,4,7,gla_446822,title_contains
gla_445262,"Nature's Seed Warm‐Season Pasture & Forage 50 Lb for 50,000 Sq Ft Mix Pure Blend for Dairy & Beef",pasture seeds,pasture seeds mix,32239,183,283.17,15.60,1277.91,4.51,0.57,1.55,8.52,81.92,3,7,gla_445262,id_exact
gla_446799,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Bermudagrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,8877,51,59.19,2.99,261.09,4.41,0.57,1.16,5.86,87.32,3,7,gla_446799,id_exact
gla_459555,"Dryland Pasture Seed Mix - Drought-Tolerant Forage Grass - 20 lb, Covers 25,000 sq ft | Nature's Seed",pasture seeds,pasture seeds mix,14212,165,181.86,3.71,772.34,4.25,1.16,1.10,2.25,208.18,1,3,gla_459555,id_exact
gla_445559,"Nature's Seed Transitional Pasture & Forage 10 Lb for 10,000 Sq Ft Mix No Filler, Palatable Seed for Horses",pasture seeds,pasture seeds mix,29169,217,330.79,13.27,1341.84,4.06,0.74,1.52,6.12,101.12,3,7,gla_445559,id_exact
gla_446817,"Nature's Seed Any Region Pasture & Forage 10 Lb for 10,000 Sq Ft Mix Low-Grow, High-Fiber Blend, Turtoise Safe, Filler-Free Forage",pasture seeds,pasture seeds mix,7336,19,34.55,3.00,137.61,3.98,0.26,1.82,15.79,45.87,3,7,gla_446817,id_exact
gla_444236,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Alfalfa Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,31548,217,154.86,10.34,607.61,3.92,0.69,0.71,4.76,58.76,4,8,gla_444236,id_exact
gla_452371,"White Clover Seed (Trifolium repens) —Perennial Nitrogen-Fixing Groundcover & Forage 5 Lb for 10,000 Sq Ft | Nature's Seed",specialty seeds,clover seeds,27898,97,127.44,4.20,498.46,3.91,0.35,1.31,4.33,118.68,2,4,gla_452371,id_exact
gla_446824,"Sheep Fescue Grass Seed – Fine-Textured, Hardy Lawn Seed for Poor Soils 5 Lb for 1,000 Sq Ft | Nature's Seed",specialty seeds,lawn alternative/enhancer,36673,415,276.81,17.53,1078.87,3.90,1.13,0.67,4.22,61.54,3,4,gla_446824,id_exact
gla_445851,"Nature's Seed Transitional Pasture & Forage 50 Lb for 50,000 Sq Ft Mix No Filler, Palatable Seed for Horses",pasture seeds,pasture seeds mix,21112,121,341.22,7.00,1292.84,3.79,0.57,2.82,5.79,184.69,3,7,gla_445851,id_exact
gla_446800,"Nature's Seed Pasture & Forage 50 Lb for 50,000 Sq Ft Bermudagrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,10531,48,77.94,1.00,294.89,3.78,0.46,1.62,2.08,294.89,3,7,gla_446800,id_exact
gla_446819,"Tortoise Forage & Habitat Mix 8-Species Drought-Tolerant Grass Seed 4 Lb for 4,000 Sq Ft | Nature's Seed",pasture seeds,pasture seeds mix,9698,213,189.12,15.99,709.94,3.75,2.20,0.89,7.51,44.40,3,4,gla_446819,id_exact
gla_440359,"Nature's Seed Cool‐Season Pasture & Forage 10 Lb for 10,000 Sq Ft Mix Pure Blend for Dairy & Beef",pasture seeds,pasture seeds mix,56317,450,452.95,20.90,1632.46,3.60,0.80,1.01,4.64,78.11,4,11,gla_440359,id_exact
gla_445281,"Nature's Seed Warm‐Season Pasture & Forage 10 Lb for 10,000 Sq Ft Mix No Filler, Palatable Seed for Horses",pasture seeds,pasture seeds mix,29259,213,294.25,10.63,971.82,3.30,0.73,1.38,4.99,91.42,3,7,gla_445281,id_exact
gla_183534,Sheep Fescue Grass,lawn seed,grass seed by state,98579,532,422.95,12.91,1351.51,3.20,0.54,0.80,2.43,104.69,4,9,gla_446822,title_contains
12098780701196574523,Sheep Fescue Grass,,,1381,41,27.96,3.00,88.98,3.18,2.97,0.68,7.32,29.66,2,2,gla_446822,title_contains
gla_445910,"Nature's Seed Any Region Pasture & Forage 10 Lb for 10,000 Sq Ft Mix Curated Soft‐Leaf Blend for Llamas and Aplacas with No Fillers",pasture seeds,pasture seeds mix,7463,20,21.23,1.54,67.48,3.18,0.27,1.06,7.70,43.82,3,7,gla_445910,id_exact
gla_445831,"Nature's Seed Any Region Pasture & Forage 20 Lb for 20,000 Sq Ft Mix Clean, High-Energy Blend for Pigs",pasture seeds,pasture seeds mix,8745,43,62.37,3.67,197.82,3.17,0.49,1.45,8.53,53.90,3,7,gla_445831,id_exact
gla_455513,"Nature's Seed Green Screen Food Plot Seed Mix 10 lb Bag - Covers 40,000 Sq Ft - Deer & Wildlife Forage Blend",food plot,food plot mix wildlife attractor,67438,1015,439.37,15.94,1374.90,3.13,1.51,0.43,1.57,86.25,1,3,gla_455513,id_exact
gla_445860,"Nature's Seed Cool‐Adapted Pasture & Forage 20 Lb for 20,000 Sq Ft Mix No Filler, Palatable Seed for Horses",pasture seeds,pasture seeds mix,19117,134,195.87,7.79,585.51,2.99,0.70,1.46,5.81,75.16,3,7,gla_445860,id_exact
gla_445871,"Nature's Seed Warm‐Season Pasture & Forage 10 Lb for 10,000 Sq Ft Mix Pure Blend for Dairy & Beef",pasture seeds,pasture seeds mix,24530,170,242.59,5.67,724.28,2.99,0.69,1.43,3.34,127.74,3,7,gla_445871,id_exact
gla_446808,"Nature's Seed Pasture & Forage 50 Lb for 50,000 Sq Ft Buckwheat Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,9966,56,94.67,5.43,282.26,2.98,0.56,1.69,9.70,51.98,3,7,gla_446808,id_exact
gla_445280,"Nature's Seed Cool‐Adapted Pasture & Forage 50 Lb for 50,000 Sq Ft Mix No Filler, Palatable Seed for Horses",pasture seeds,pasture seeds mix,37442,324,756.70,31.94,2161.75,2.86,0.87,2.34,9.86,67.68,3,7,gla_445280,id_exact
gla_445859,"Nature's Seed Any Region Pasture & Forage 5 Lb for 5,000 Sq Ft Mix Designed to attract Bees and Pollinators",pasture seeds,pasture seeds mix,16363,146,219.41,9.82,625.76,2.85,0.89,1.50,6.73,63.72,3,7,gla_445859,id_exact
gla_445870,"Nature's Seed Warm‐Season Pasture & Forage 20 Lb for 20,000 Sq Ft Mix Pure Blend for Dairy & Beef",pasture seeds,pasture seeds mix,12897,63,96.10,1.00,269.97,2.81,0.49,1.53,1.59,269.97,3,7,gla_445870,id_exact
gla_446599,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Timothy Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,10923,67,66.17,2.18,173.31,2.62,0.61,0.99,3.25,79.50,3,7,gla_446599,id_exact
gla_446822,"Sheep Fescue Grass Seed – Fine-Textured, Hardy Lawn Seed for Poor Soils 5 Lb for 10,000 Sq Ft | Nature's Seed",specialty seeds,lawn alternative/enhancer,32169,367,268.63,8.45,677.89,2.52,1.14,0.73,2.30,80.22,3,4,gla_446822,id_exact
gla_455934,"Short Prairie Pasture Seed Mix - Fast-Growing Forage Blend - 10 lb, Covers 50,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,13474,60,78.16,1.33,193.89,2.48,0.45,1.30,2.22,145.78,1,3,gla_455934,id_exact
gla_445286,"Nature's Seed Transitional Pasture & Forage 10 Lb for 10,000 Sq Ft Mix No Fillers, Just Quality Feed for Sheep",pasture seeds,pasture seeds mix,36038,335,395.66,15.12,945.11,2.39,0.93,1.18,4.51,62.51,3,7,gla_445286,id_exact
gla_446821,"Nature's Seed Pasture & Forage 50 Lb for 50,000 Sq Ft Tall Fescue Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,25804,118,149.65,5.09,357.30,2.39,0.46,1.27,4.31,70.20,3,7,gla_446821,id_exact
gla_445261,"Poultry Forage Mix Omega-3 Rich Clover & Alfalfa Blend for Chickens & Ducks 50 Lb for 100,000 Sq Ft | Nature's Seed",pasture seeds,pasture seeds mix,18650,144,271.44,8.17,632.05,2.33,0.77,1.89,5.67,77.36,3,4,gla_445261,id_exact
gla_445849,"Nature's Seed Warm‐Season Pasture & Forage 50 Lb for 50,000 Sq Ft Mix No Filler, Palatable Seed for Horses",pasture seeds,pasture seeds mix,23033,130,375.78,6.08,871.48,2.32,0.56,2.89,4.68,143.34,3,7,gla_445849,id_exact
gla_445867,"Nature's Seed Any Region Pasture & Forage 20 Lb for 20,000 Sq Ft Mix Tailored Game Blend & No Fillers",pasture seeds,pasture seeds mix,23547,121,155.72,4.15,355.69,2.28,0.51,1.29,3.43,85.71,3,7,gla_445867,id_exact
gla_446797,"Cattle & Dairy Cow Pasture Mix Cold & Warm Season Perennial Forage 50 Lb for 100,000 Sq Ft | Nature's Seed",pasture seeds,pasture seeds mix,60893,618,571.29,8.77,1292.36,2.26,1.01,0.92,1.42,147.36,3,4,gla_446797,id_exact
gla_445463,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Orchardgrass Filler-Free Curated Varieties by Seed Experts",new,single species pasture seeds,46049,412,386.13,15.06,817.54,2.12,0.89,0.94,3.66,54.29,3,7,gla_445463,id_exact
gla_445846,"Nature's Seed Warm‐Season Pasture & Forage 20 Lb for 20,000 Sq Ft Mix No Fillers, Just Quality Feed for Sheep",pasture seeds,pasture seeds mix,12100,39,85.01,3.00,169.82,2.00,0.32,2.18,7.69,56.61,3,7,gla_445846,id_exact
gla_445264,"Nature's Seed Any Region Pasture & Forage 50 Lb for 50,000 Sq Ft Mix Tailored Game Blend & No Fillers",pasture seeds,pasture seeds mix,82742,642,890.00,20.45,1775.75,2.00,0.78,1.39,3.19,86.83,3,7,gla_445264,id_exact
gla_446809,"Nature's Seed Pasture & Forage 25 Lb for 25,000 Sq Ft Orchardgrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,20983,129,188.84,1.51,360.75,1.91,0.61,1.46,1.17,238.91,3,7,gla_446809,id_exact
gla_459553,"Dryland Pasture Seed Mix - Drought-Tolerant Forage Grass - 10 lb, Covers 5,000 sq ft | Nature's Seed",pasture seeds,pasture seeds mix,26675,268,248.33,3.00,468.43,1.89,1.00,0.93,1.12,156.14,1,3,gla_459553,id_exact
gla_446610,"Perennial Ryegrass 25 Lb – Durable, Quick-Growing Forage Grass for Pastures for 25,000 Sq Ft | Nature's Seed",pasture seeds,single species pasture seeds,24646,125,155.25,6.54,292.11,1.88,0.51,1.24,5.23,44.67,3,4,gla_446610,id_exact
gla_445557,"Poultry Forage Mix Omega-3 Rich Clover & Alfalfa Blend for Chickens & Ducks 25 Lb for 50,000 Sq Ft | Nature's Seed",pasture seeds,pasture seeds mix,40095,410,555.13,15.40,999.46,1.80,1.02,1.35,3.76,64.90,3,4,gla_445557,id_exact
gla_444944,"Nature's Seed Pasture & Forage 25 Lb for 25,000 Sq Ft Alfalfa Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,23063,110,122.49,6.20,199.07,1.63,0.48,1.11,5.64,32.11,3,7,gla_444944,id_exact
gla_445894,"Nature's Seed Forage 25 Lb of Pasture Grass Seed for 25,000 Sq Ft Cereal Rye Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,55787,581,445.38,20.17,669.85,1.50,1.04,0.77,3.47,33.21,3,4,gla_445894,id_exact
gla_446823,"Sheep Fescue Grass Seed – Fine-Textured, Hardy Lawn Seed for Poor Soils 5 Lb for 25 Sq Ft 5000 Lb Sheep Fescue Filler-Free | Nature's Seed",specialty seeds,lawn alternative/enhancer,14877,148,124.21,4.00,181.45,1.46,0.99,0.84,2.70,45.36,3,4,gla_446823,id_exact
gla_446820,"Nature's Seed Pasture & Forage 25 Lb for 25,000 Sq Ft Tall Fescue Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,29005,117,149.49,4.61,205.71,1.38,0.40,1.28,3.94,44.62,3,7,gla_446820,id_exact
gla_445486,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Buffalograss Filler-Free Curated Varieties by Seed Experts",new,single species pasture seeds,43055,408,370.09,1.94,468.43,1.27,0.95,0.91,0.48,241.46,3,7,gla_445486,id_exact
gla_459554,"Dryland Pasture Seed Mix - Drought-Tolerant Forage Grass - 50 lb, | Nature's Seed",pasture seeds,pasture seeds mix,35364,416,394.09,5.80,475.79,1.21,1.18,0.95,1.39,82.03,1,3,gla_459554,id_exact
gla_445845,"Nature's Seed Warm‐Season Pasture & Forage 50 Lb for 50,000 Sq Ft Mix No Fillers, Just Quality Feed for Sheep",pasture seeds,pasture seeds mix,12515,41,79.99,1.00,95.94,1.20,0.33,1.95,2.44,95.94,3,7,gla_445845,id_exact
gla_455517,"Deer Food Plot Seed Mix (Full Potential) - Wildlife Forage Blend - 10 lb, Covers 1,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,21252,96,85.79,0.33,96.33,1.12,0.45,0.89,0.34,291.91,1,3,gla_455517,id_exact
gla_445868,"Nature's Seed Any Region Pasture & Forage 10 Lb for 10,000 Sq Ft Mix Tailored Game Blend & No Fillers",pasture seeds,pasture seeds mix,30482,213,217.21,4.41,215.23,0.99,0.70,1.02,2.07,48.80,3,7,gla_445868,id_exact
gla_459571,"Irrigated Pasture Seed Mix - Premium High-Yield Forage - 20 lb, Covers 10,000 sq ft | Nature's Seed",pasture seeds,pasture seeds mix,8325,26,26.17,0.33,23.99,0.92,0.31,1.01,1.27,72.70,1,3,gla_459571,id_exact
gla_446806,"Nature's Seed Pasture & Forage 50 Lb for 50,000 Sq Ft Switchgrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,15916,47,92.80,1.09,82.65,0.89,0.30,1.97,2.32,75.83,3,7,gla_446806,id_exact
gla_455514,"Nature's Seed Green Screen Food Plot Seed Mix 20 lb Bag - Covers 85,000 Sq Ft - Deer & Wildlife Forage Blend",food plot,food plot mix wildlife attractor,12930,190,118.14,1.00,76.79,0.65,1.47,0.62,0.53,76.79,1,3,gla_455514,id_exact
gla_459572,"Irrigated Pasture Seed Mix - Premium High-Yield Forage - 50 lb, Covers 25,000 sq ft | Nature's Seed",pasture seeds,pasture seeds mix,16743,70,111.51,0.57,69.03,0.62,0.42,1.59,0.81,121.11,1,3,gla_459572,id_exact
gla_445458,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Tall Fescue Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,35405,197,140.14,0.54,86.24,0.62,0.56,0.71,0.27,159.70,3,8,gla_445458,id_exact
gla_446810,"Nature's Seed Pasture & Forage 50 Lb for 50,000 Sq Ft Orchardgrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,35524,183,313.52,8.59,190.31,0.61,0.52,1.71,4.69,22.15,3,7,gla_446810,id_exact
gla_445832,"Nature's Seed Any Region Pasture & Forage 50 Lb for 50,000 Sq Ft Mix Clean, High-Energy Blend for Pigs",pasture seeds,pasture seeds mix,12268,63,117.57,3.60,61.40,0.52,0.51,1.87,5.71,17.06,3,7,gla_445832,id_exact
gla_452370,"White Clover Seed (Trifolium repens) —Perennial Nitrogen-Fixing Groundcover & Forage 10 Lb for 20,000 Sq Ft | Nature's Seed",specialty seeds,clover seeds,10453,47,76.27,1.00,36.97,0.48,0.45,1.62,2.13,36.97,2,4,gla_452370,id_exact
gla_445909,"Nature's Seed Any Region Pasture & Forage 20 Lb for 20,000 Sq Ft Mix Curated Soft‐Leaf Blend for Llamas and Aplacas with No Fillers",pasture seeds,pasture seeds mix,4952,26,27.81,0.20,12.77,0.46,0.53,1.07,0.77,63.85,3,7,gla_445909,id_exact
gla_445514,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Buckwheat Filler-Free Curated Varieties by Seed Experts",new,single species pasture seeds,29985,236,191.87,1.09,67.04,0.35,0.79,0.81,0.46,61.50,3,7,gla_445514,id_exact
gla_445282,"Nature's Seed Transitional Pasture & Forage 20 Lb for 20,000 Sq Ft Mix No Filler, Palatable Seed for Horses",pasture seeds,pasture seeds mix,22735,161,340.47,1.85,94.68,0.28,0.71,2.11,1.15,51.18,3,7,gla_445282,id_exact
gla_446818,"Nature's Seed Any Region Pasture & Forage 2 Lb for 2,000 Sq Ft Mix Low-Grow, High-Fiber Blend, Turtoise Safe, Filler-Free Forage",pasture seeds,pasture seeds mix,3485,13,12.45,2.00,2.00,0.16,0.37,0.96,15.38,1.00,3,7,gla_446818,id_exact
gla_445283,"Nature's Seed Any Region Pasture & Forage 10 Lb for 10,000 Sq Ft Mix Clean, High-Energy Blend for Pigs",pasture seeds,pasture seeds mix,11656,69,64.58,1.01,1.92,0.03,0.59,0.94,1.46,1.90,3,7,gla_445283,id_exact
gla_444230,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Bahiagrass Filler-Free Curated Varieties by Seed Experts",pasture seed,individual pasture species,10200,60,42.59,1.00,1.00,0.02,0.59,0.71,1.67,1.00,4,8,gla_444230,id_exact
gla_446798,"Nature's Seed Pasture & Forage 25 Lb for 25,000 Sq Ft for 5,000 Sq Ft Bermudagrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,29976,134,170.14,2.00,2.00,0.01,0.45,1.27,1.49,1.00,3,7,gla_446798,id_exact
gla_446805,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Switchgrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,28710,88,71.74,0.00,0.66,0.01,0.31,0.82,0.00,0.00,3,7,gla_446805,id_exact
9848834681477067527,Sheep Fescue Grass,,,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2,gla_446822,title_contains
gla_183536,Sheep Fescue Grass,lawn seed,grass seed by state,4559,21,34.89,0.00,0.00,0.00,0.46,1.66,0.00,0.00,4,9,gla_446822,title_contains
gla_461576,"Red Clover Seed - Cover Crop, High-Protein Forage & Bumble Bee Plant - 25 lb, Covers 50,000 sq ft | Nature's Seed",specialty seeds,clover seeds,1437,13,14.17,0.00,0.00,0.00,0.90,1.09,0.00,0.00,1,2,gla_461576,id_exact
gla_461575,"Red Clover Seed - Cover Crop, High-Protein Forage & Bumble Bee Plant - 10 lb, Covers 20,000 sq ft | Nature's Seed",specialty seeds,clover seeds,1021,2,2.41,0.00,0.00,0.00,0.20,1.21,0.00,0.00,1,2,gla_461575,id_exact
gla_461574,"Red Clover Seed - Cover Crop, High-Protein Forage & Bumble Bee Plant - 5 lb, Covers 10,000 sq ft | Nature's Seed",specialty seeds,clover seeds,2458,14,24.64,0.00,0.00,0.00,0.57,1.76,0.00,0.00,1,2,gla_461574,id_exact
gla_461573,"Crimson Clover Cover Crop Seed - Winter Annual Cover Crop & Pollinator Forage - 25 lb, Covers 50,000 sq ft | Nature's Seed",specialty seeds,clover seeds,3551,15,10.10,0.00,0.00,0.00,0.42,0.67,0.00,0.00,1,2,gla_461573,id_exact
gla_461572,"Crimson Clover Cover Crop Seed - Winter Annual Cover Crop & Pollinator Forage - 10 lb, Covers 20,000 sq ft | Nature's Seed",specialty seeds,clover seeds,993,5,5.26,0.00,0.00,0.00,0.50,1.05,0.00,0.00,1,2,gla_461572,id_exact
gla_461571,"Crimson Clover Cover Crop Seed - Winter Annual Cover Crop & Pollinator Forage - 5 lb, Covers 10,000 sq ft | Nature's Seed",specialty seeds,clover seeds,4081,10,9.81,0.00,0.00,0.00,0.25,0.98,0.00,0.00,1,2,gla_461571,id_exact
gla_446601,"Nature's Seed Pasture & Forage 25 Lb for 25,000 Sq Ft Timothy Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,7829,49,79.46,0.00,0.00,0.00,0.63,1.62,0.00,0.00,3,7,gla_446601,id_exact
gla_446600,"Nature's Seed Pasture & Forage 50 Lb for 50,000 Sq Ft Timothy Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,8879,32,56.69,0.00,0.00,0.00,0.36,1.77,0.00,0.00,3,7,gla_446600,id_exact
gla_445858,"Nature's Seed Any Region Pasture & Forage 25 Lb for 25,000 Sq Ft Mix Designed to attract Bees and Pollinators",pasture seeds,pasture seeds mix,9311,39,85.80,0.00,0.00,0.00,0.42,2.20,0.00,0.00,3,7,gla_445858,id_exact
gla_445499,"Nature's Seed Pasture & Forage 25 Lb for 25,000 Sq Ft Switchgrass Filler-Free Curated Varieties by Seed Experts",new,single species pasture seeds,15995,84,81.99,0.00,0.00,0.00,0.53,0.98,0.00,0.00,3,7,gla_445499,id_exact
gla_444241,Sheep Fescue Grass,lawn seed,,1601,12,10.50,0.00,0.00,0.00,0.75,0.88,0.00,0.00,2,3,gla_446822,title_contains
