current_ad_url,redirects_to,campaign_name,ad_id,historical_spend,historical_clicks,action_needed
https://naturesseed.com/product/pig-pasture-forage-mix/,https://naturesseed.com/products/pasture-seed/pig-pasture-forage-mix/,Search | Animal Seed (Broad) | ROAS; Search | Pasture Seed (Broad) | ROAS,773132599426; 728220178441; 728220178444,193.73,116,Update ad final URL to: https://naturesseed.com/products/pasture-seed/pig-pasture-forage-mix/
https://naturesseed.com/grass-seed/perennial-ryegrass/perennial-ryegrass-seed-blend,https://naturesseed.com/products/pasture-seed/perennial-ryegrass/,Search | Lawn Seed,768738990612,134.40,158,Update ad final URL to: https://naturesseed.com/products/pasture-seed/perennial-ryegrass/
https://www.naturesseed.com/grass-seed/,https://naturesseed.com/products/grass-seed/,Search | Categories (Top) | ROAS; Remarketing; Placements (D); US | Search | Grass Seed; Grass Seed (S) - Target ROAS of 700%; Search | Brand | ROAS; Max Conversion Value,669764353176; 416314458440; 416314458443; 416314458446; 416314458449; 427335002349; 436378129439; 436378129562; 436378129565; 436378129568; 436378129571; 420251779652; 420251779655; 420251779658; 420251779661; 427335002370; 420251779664; 420251779667; 420251779670; 420251779673; 427335002373; 420251779892; 420251779895; 420251779898; 420251779901; 427335002520; 420251779904; 420251779907; 420251779910; 420251779913; 427335002523; 420251779652; 420251779655; 420251779658; 420251779661; 427335002370; 420251779664; 420251779667; 420251779670; 420251779673; 427335002373; 420251779892; 420251779895; 420251779898; 420251779901; 427335002520; 420251779904; 420251779907; 420251779910; 420251779913; 427335002523; 447199438715; 447199438718; 447199438724; 447199438727; 447199438715; 447199438718; 447199438721; 447199438724; 447199438727; 447199438730; 461357402080; 461357402083; 461357402086; 461357402089; 482469163363,118.41,74,Update ad final URL to: https://naturesseed.com/products/grass-seed/
https://naturesseed.com/grass-seed/bermuda-grass/bermudagrass-seed-blend,https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/,Search | Lawn Seed,771352317057,98.10,201,Update ad final URL to: https://naturesseed.com/products/grass-seed/bermudagrass-seed-blend/
https://naturesseed.com/grass-seed/kentucky-bluegrass/northeast-seed-mix,https://naturesseed.com/products/grass-seed/northeast-lawn/,Search | Lawn Seed,768738990618,75.54,123,Update ad final URL to: https://naturesseed.com/products/grass-seed/northeast-lawn/
https://www.naturesseed.com/grass-seed/california/,https://naturesseed.com/resources/lawn-turf/california/,California | Search | Best Grass Seed,585779978840,30.31,8,Update ad final URL to: https://naturesseed.com/resources/lawn-turf/california/
http://naturesseed.com/product/alpaca-llama-pasture-forage-mix/,https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/,Search | Pasture Seed (Broad) | ROAS,728220178303,18.74,4,Update ad final URL to: https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/
https://www.naturesseed.com/m-binder-tackifier-soil-stabilizer,https://naturesseed.com/products/planting-aids/m-binder-tackifier-soil-stabilizer/,US | Search | Product Ads,672991775959,12.53,6,Update ad final URL to: https://naturesseed.com/products/planting-aids/m-binder-tackifier-soil-stabilizer/
https://www.naturesseed.com/rice-hulls,https://naturesseed.com/products/planting-aids/rice-hull/,US | Search | Product Ads,673049827811,11.24,8,Update ad final URL to: https://naturesseed.com/products/planting-aids/rice-hull/
https://www.naturesseed.com/pasture-seed/by-region/great-lakes-new-england-pasture-seed/,https://naturesseed.com/products/pasture-seed/,Great Lakes / New England | Search | Pasture Seed; Pasture Seed - Great Lakes / New England (R),588245585435; 588245585423; 588245585426; 588245585438; 588245585429; 588245585420; 458391718931; 458391718934; 458391718937; 458391718940; 461357403001; 461357403004; 461357403007; 461357403010; 588245585432,10.86,11,Update ad final URL to: https://naturesseed.com/products/pasture-seed/
